"","main","kicker","section_name","pub_date"
"580","BUSINESS DIGEST",NA,"Business","1997-01-04"
"588","Air France Plans More Cost Cuts","INTERNATIONAL BRIEFS","Business","1997-01-04"
"602","Swedish Plan to Sell Bank Stake Is Reported","INTERNATIONAL BRIEFS","Business","1997-01-04"
"605","G.M. Sales Tumbled 14% In December",NA,"Business","1997-01-04"
"607","Harried Shoppers Turned to Gift Certificates",NA,"Business","1997-01-04"
"636","Key Rates","Key Rates","Business","1997-01-04"
"641","Californian Wins Middle Market and Ruffles His Rivals","The Brash Prince of Wine Country","Business","1997-01-04"
"645","Treasury Prices End Mixed After Strong Building Data",NA,"Business","1997-01-04"
"657","Texaco to Let U.S. Monitor Bias-Law Compliance",NA,"Business","1997-01-04"
"671","Company Briefs",NA,"Business","1997-01-04"
"677","Unit of Repsol Buys Pluspetrol Stake","INTERNATIONAL BRIEFS","Business","1997-01-04"
"684","Apple Expects A Big Loss For Quarter",NA,"Technology; Business","1997-01-04"
"734","Will Banks Regret This Credit Boom?","MARKET WATCH","Business","1997-01-05"
"736","INSIDE",NA,"Business","1997-01-05"
"742","Missing Out In a Can't-Fail Market Year","INVESTING IT","Business","1997-01-05"
"744","DIARY","DIARY","Business","1997-01-05"
"768","In a Job Hunt, It Often Is Whom You Know","EARNING IT","Business","1997-01-05"
"777","A Jungle or a Wasteland? It Depends on the Briefcase","ON THE JOB","Business","1997-01-05"
"778","Business Best Sellers","Business Best Sellers","Business","1997-01-05"
"808","Supermarket Stocks: The Sale May Be Over","INVESTING IT","Business","1997-01-05"
"821","The New Price of Luxury: A Bit Lower","SPENDING IT","Business","1997-01-05"
"845","The Perks for Parents",NA,"Business; Opinion","1997-01-05"
"852","MARKET TIMING",NA,"Business","1997-01-05"
"865","Pessimism, Yes, but No Retreat","MUTUAL FUNDS QUARTERLY REPORT","Business","1997-01-05"
"873","Is the Magic Carpet Ride Getting a Bit Bumpy?","MUTUAL FUNDS QUARTERLY REPORT","Business","1997-01-05"
"878","The Perks for Parents",NA,"Business; Opinion","1997-01-05"
"905","Love Among the Cubicles",NA,"Business","1997-01-05"
"987","How to Recognize the Call of a Vanishing Breed of Bonds","INVESTING IT","Business","1997-01-05"
"992","Rich, 82, and Starting Over",NA,"Technology; Business","1997-01-05"
"996","The Perks for Parents",NA,"Business; Opinion","1997-01-05"
"1028","If It's New, Is It Better?","FUNDS WATCH","Business","1997-01-05"
"1043","Correction",NA,"Corrections; Business","1997-01-05"
"1064","In Junk Bond Funds, Risk Often Paid Off","MUTUAL FUNDS QUARTERLY REPORT","Business","1997-01-05"
"1096","The Perks for Parents",NA,"Business; Opinion","1997-01-05"
"1108","Move the Feast to Europe, Some Advise","MUTUAL FUNDS QUARTERLY REPORT","Business","1997-01-05"
"1136","At the Cornerstone of the House of Rothschild","OFF THE SHELF","Business; Books","1997-01-05"
"1158","Silicon Seeks New Believers On Wall St.",NA,"Technology; Business","1997-01-06"
"1171","BUSINESS DIGEST",NA,"Business","1997-01-06"
"1173","Scout Getaway Options Or Feed Your Daydreams","Taking In the Sites","Technology; Business","1997-01-06"
"1179","Moving From the Card Catalogue to the Internet",NA,"Technology; Business","1997-01-06"
"1182","True North Acquires Modem Media","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1997-01-06"
"1184","Treasury Offerings Set for This Week",NA,"Business","1997-01-06"
"1187","For Financial Printers, It Is Adapt or Die",NA,"Technology; Business","1997-01-06"
"1188","Most Wanted 1996: The Annual Numbers","The Year's Top Media Buys","Business","1997-01-06"
"1214","Economic Calender",NA,"Business","1997-01-06"
"1237","Intel Offering of Multimedia Chip Could Lift Disappointing PC Sales",NA,"Technology; Business","1997-01-06"
"1239","Lord, Dentsu Now the Lord Group","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1997-01-06"
"1242","Pilots Union Faults United On Contract Negotiations",NA,"Business","1997-01-06"
"1245","Dividend Meetings",NA,"Business","1997-01-06"
"1248","H & R Block's spots suggest that a taxpayer's best friend is the one who does the taxes.","THE MEDIA BUSINESS: ADVERTISING","Business","1997-01-06"
"1252","What's in a Name? Apparently a Lot","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1997-01-06"
"1263","The distinction between copies and originals is becoming meaningless on the Web.","TECHNOLOGY: CONNECTIONS","Technology; Business","1997-01-06"
"1265","A simple breathing system for do-it-yourselfers and others who deal with noxious fumes.","Patents","Technology; Business","1997-01-06"
"1278","Newspapers Balk at Scooping Themselves on Their Own Web Sites","Don't Stop the Presses!","Technology; Business","1997-01-06"
"1280","Equity Issues This Week",NA,"Business","1997-01-06"
"1282","Expect top studio heads to roll if some of 1997's many blockbusters fail.","MEDIA: ENTERTAINMENT","Movies; Business","1997-01-06"
"1312","WESTINGHOUSE PLANS TO MOVE OFFICES TO NEW YORK","COMPANY NEWS","Business","1997-01-07"
"1316","BUSINESS DIGEST",NA,"Business","1997-01-07"
"1326","COMPANY BRIEFS","COMPANY BRIEFS","Business","1997-01-07"
"1341","Not Enough Profit In Making Things","Services Becoming The Goods In Industry","Business","1997-01-07"
"1344","Monsanto in a big seed deal whose price raises eyebrows.","Market Place","Business","1997-01-07"
"1347","Sports Illustrated Plans Women's Magazine","THE MEDIA BUSINESS","Business","1997-01-07"
"1359","Developer Is Charged in German Fraud Case",NA,"Business","1997-01-07"
"1379","Bond Prices Slip Ahead Of New Data","CREDIT MARKETS","Business","1997-01-07"
"1392","British Door Maker Urges Rejection of Bid","INTERNATIONAL BRIEFS","Business","1997-01-07"
"1397","Despite a Slow Final Month, Year's Auto Sales Were Up",NA,"Business","1997-01-07"
"1401","Apple Stock Battered by Forecast of Loss",NA,"Technology; Business","1997-01-07"
"1404","Flat Christmas Sales Spur Fall in Toys 'R' Us Shares",NA,"Business","1997-01-07"
"1411","Executive Changes","Executive Changes","Business","1997-01-07"
"1412","Prudential Fined $1 Million For Document Destruction",NA,"Business","1997-01-07"
"1437","Key Rates","Key Rates","Business","1997-01-07"
"1441","Airbus Says '96 Orders Were Triple Those of '95","INTERNATIONAL BRIEFS","Business","1997-01-07"
"1445","Campbell Battles Heinz in Court Concerning Move by Executive",NA,"Business","1997-01-07"
"1455","2 Cable Networks To Adjust Accounts","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1997-01-07"
"1467","Dutch-French Deal In Temporary Staffing","INTERNATIONAL BRIEFS","Business","1997-01-07"
"1468","Texaco chooses the high-powered BBDO Worldwide agency to refurbish its image.","THE MEDIA BUSINESS: ADVERTISING","Business","1997-01-07"
"1474","An Appointment That Draws No Fire",NA,"Business","1997-01-07"
"1479","Republic Industries to Buy National Car Rental",NA,"Business","1997-01-07"
"1481","Renault Drive to Raise Europe Market Share","INTERNATIONAL BRIEFS","Business","1997-01-07"
"1487","A New Twist Arises in Deal For Computer",NA,"Technology; Business","1997-01-07"
"1499","Raytheon Wins Arms Unit in Texas, Though At High Price",NA,"Business","1997-01-07"
"1505","Calvin Klein Names Advertising Director","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1997-01-07"
"1514","Texaco Witness Is Said to Be Talking to U.S.",NA,"Business","1997-01-08"
"1515","14 sound stages will be built on speculation southwest of downtown Los Angeles.","Real Estate","Movies; Business","1997-01-08"
"1516","More rental car drivers will have the option of enlisting a satellite's help if they get lost.","Business Travel","Technology; Business","1997-01-08"
"1553","Bid Is Raised By Newmont In Gold Battle",NA,"Business","1997-01-08"
"1577","Max Factor Duties Expand for Burnett","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1997-01-08"
"1598","Saying It Has a Future, Apple Puts Its Past on the Podium",NA,"Technology; Business","1997-01-08"
"1600","Coca-Cola somewhat boldly changes its look as a fashion statement.","THE MEDIA BUSINESS: ADVERTISING","Business","1997-01-08"
"1602","U.S. Petroleum Data",NA,"Business","1997-01-08"
"1605","Most Growth in Sales Goes to Direct Marketers","PC Shoppers Prove to Have Fickle Hearts","Technology; Business","1997-01-08"
"1608","BUSINESS DIGEST",NA,"Business","1997-01-08"
"1613","COMPANY BRIEFS","COMPANY BRIEFS","Business","1997-01-08"
"1615","Risks of Many Kinds in Reworking Social Security","SOCIAL SECURITY: THE POSSIBLE IMPACT","Business","1997-01-08"
"1619","Futures Trading Starts in a Dow Jones Index",NA,"Business","1997-01-08"
"1626","General Instrument to Split Into 3 Public Companies",NA,"Business","1997-01-08"
"1632","Key Rates","Key Rates","Business","1997-01-08"
"1634","Webtv Plans High Quality Video Via Modem",NA,"Technology; Business","1997-01-08"
"1635","Dollar's Slide Hurts Prices Of Treasuries","CREDIT MARKETS","Business","1997-01-08"
"1646","Morgan Stanley and Lehman suggest how well firms did in 1996.","Market Place","Business","1997-01-08"
"1655","Lawmakers Are Intrigued, But Still Want To Go Slowly","SOCIAL SECURITY: THE REACTION","Business","1997-01-08"
"1660","Strong Holiday Sales at High and Low Ends, but Modest Revenues Over All",NA,"Business","1997-01-08"
"1686","Service Corporation Drops Bid for Rival Funeral Home Chain",NA,"Business","1997-01-08"
"1692","Commercial Time Rises for Super Bowl","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1997-01-08"
"1695","Pilot Project on Self-Insurance Complaints",NA,"Health; Business","1997-01-09"
"1706","It could be a busy year of deal-making as smaller agencies decide to join forces.","THE MEDIA BUSINESS: ADVERTISING","Business","1997-01-09"
"1713","BUSINESS DIGEST",NA,"Business","1997-01-09"
"1715","COMPANY BRIEFS","COMPANY BRIEFS","Business","1997-01-09"
"1722","Texaco Moves Against Four Captured on Bias-Suit Tapes",NA,"Business","1997-01-09"
"1723","Ayer Names Media Director","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1997-01-09"
"1738","Agencies Make Three Acquisitions","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1997-01-09"
"1740","With Mexican Food Tamed, Big Business Looks Abroad","The Americanization of Salsa","Business","1997-01-09"
"1742","Key Rates","Key Rates","Business","1997-01-09"
"1751","Insure wages? Home prices? Why not, a book argues.","Economic Scene","Business","1997-01-09"
"1760","Pilots Reject American Air Labor Pact",NA,"Business","1997-01-09"
"1767","Prices of Treasuries Drop; Long-Bond Yield at 6.84%","CREDIT MARKETS","Business","1997-01-09"
"1772","Entergy Agrees to Manage Troubled Maine Nuclear Plant",NA,"Business","1997-01-09"
"1773","G.M. to Regain American Market Share, Executives Say",NA,"Business","1997-01-09"
"1782","Accounts","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1997-01-09"
"1808","53 Charged In Brokers' Testing Fraud",NA,"Business","1997-01-09"
"1810","People","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1997-01-09"
"1811","Companies Roll the Dice On Digital Videodisks",NA,"Technology; Business","1997-01-09"
"1816","Executive Changes","Executive Changes","Business","1997-01-09"
"1837","Despite Pact, Buses Face Border Barrier",NA,"Business","1997-01-09"
"1845","Economy Warms Up, and Eyes Turn to the Fed",NA,"Business","1997-01-09"
"1850","Nasdaq must wait a little longer for its new market-maker rules.","Market Place","Business","1997-01-09"
"1865","Two Million Patent Filings To Be Made Available Free",NA,"Technology; Business","1997-01-09"
"1886","Agency Changes For 2 Marketers","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1997-01-09"
"1897","Agency Changes For 2 Marketers","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1997-01-09"
"1905","An office supplier takes a page from Lombardi's playbook.","THE MEDIA BUSINESS: ADVERTISING","Business","1997-01-10"
"1917","BUSINESS DIGEST",NA,"Business","1997-01-10"
"1921","Bids for Hughes Electronics Rest on Future Stock Value",NA,"Business","1997-01-10"
"1924","Accounts","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1997-01-10"
"1933","VW AGREES TO PAY G.M. $100 MILLION IN ESPIONAGE SUIT",NA,"Front Page; Business","1997-01-10"
"1935","Key Rates","Key Rates","Business","1997-01-10"
"1942","Magazine Ad Pages Declined in 1996","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1997-01-10"
"1956","Government Securities' Prices Surge","CREDIT MARKETS","Business","1997-01-10"
"1966","How Jacksonville Put Together A Winner in Only Its Second Year","A Game Plan For Quick Victory","Business","1997-01-10"
"1979","From Co-Ops to Rentals To More Like Condos","About Real Estate","Business","1997-01-10"
"1994","Mexico's Telecommunications Giant Reaches Out, and North",NA,"Technology; Business","1997-01-10"
"2000","Stock Slide in Japan",NA,"Front Page; Business","1997-01-10"
"2025","Stocks Sell Off in Japan, And Worst May Not Be Over","Market Place","Business","1997-01-10"
"2074","COMPANY BRIEFS",NA,"Business","1997-01-10"
"2094","Retail Sales For December Well Below Expectations",NA,"Business","1997-01-10"
"2098","The Times Announces Two Appointments",NA,"Business","1997-01-10"
"2102","Producer Data Help Initiate A Stock Rally",NA,"Business","1997-01-10"
"2131","Grim Markets in Tokyo",NA,"Business","1997-01-11"
"2132","G.M. Never Wavered in Its 4-Year Fight Over Executive Who Defected to VW","INTERNATIONAL BUSINESS: None Prove So Stubborn as a Giant Spurned","Business","1997-01-11"
"2156","2 Biotechnology Stocks Dive As Nerve Disease Drug Fails",NA,"Business","1997-01-11"
"2158","BUSINESS DIGEST",NA,"Business","1997-01-11"
"2161","Europe's Cheap Phone Calls (Via U.S.) to Cost More","INTERNATIONAL BUSINESS","Technology; Business","1997-01-11"
"2164","Stocks Plunge, Then Soar, As Dow Finishes Up 78.12",NA,"Business","1997-01-11"
"2186","COMPANY NEWS",NA,"Business","1997-01-11"
"2202","Key Rates","Key Rates","Business","1997-01-11"
"2206","Treasury Prices Fall on Strong Jobs Report",NA,"Business","1997-01-11"
"2226","Stock Funds Again Booming After Slowing In December",NA,"Business","1997-01-11"
"2231","JOB REPORT SHOWS UNEXPECTED VIGOR FOR U.S. ECONOMY",NA,"Business","1997-01-11"
"2251","Japanese Stocks Off 10% in Grim Week","INTERNATIONAL BUSINESS","Business","1997-01-11"
"2269","Massachusetts Utility Plans To Sell Its Generating Plants",NA,"Business","1997-01-11"
"2275","A New Sporty Auto Show",NA,"Business","1997-01-11"
"2308","Job? Kids? A Sad Route To a Happy Balance","EARNING IT","Business","1997-01-12"
"2352","Corrections",NA,"Corrections; Business","1997-01-12"
"2362","FUNDS WATCH","FUNDS WATCH","Business","1997-01-12"
"2386","MARKET TIMING",NA,"Business","1997-01-12"
"2396","Expanding, but Keeping an Eye on Value","MUTUAL FUNDS","Business","1997-01-12"
"2415","Drastic Fixes, Tomorrow","DIARY: SOCIAL SECURITY","Business","1997-01-12"
"2417","Corrections",NA,"Corrections; Business","1997-01-12"
"2430","Broadway Trial and Error",NA,"Business; Opinion","1997-01-12"
"2433","You're Sober at Last. Now Prove It to the Boss.","MINDING YOUR BUSINESS","Business","1997-01-12"
"2470","More Grandparents Grab the Tuition Tab","SPENDING IT","Education; Business","1997-01-12"
"2491","Here's Looking at You",NA,"Business","1997-01-12"
"2528","How Schwab Builds One Fund From Many","MUTUAL FUNDS","Health; Business","1997-01-12"
"2578","New Software to the Allocation Rescue","INVESTING IT","Technology; Business","1997-01-12"
"2579","Defining, and Finding, A Fee-Only Planner","INVESTING IT","Business","1997-01-12"
"2586","Another Way to Give",NA,"Business; Opinion","1997-01-12"
"2589","For Long-Haul Performance, Consider All the Best Families","INVESTING IT","Business","1997-01-12"
"2632","INSIDE",NA,"Business","1997-01-12"
"2643","A Price of Success: An Unbalanced Portfolio","INVESTING IT","Business","1997-01-12"
"2655","Corrections",NA,"Corrections; Business","1997-01-12"
"2656","Despite a Lack of Bells or Whistles, A Can Maker May Be a Good Buy","AT THE GATE","Health; Business","1997-01-12"
"2661","DIARY","DIARY","Business","1997-01-12"
"2675","Shopping for Credit",NA,"Business; Opinion","1997-01-12"
"2681","Shopping for Credit",NA,"Business; Opinion","1997-01-12"
"2702","This Lead Dog Still Barks, but Has a Bit Less Bite",NA,"Business","1997-01-12"
"2716","Will Bad Loans Kill Japanese Banks?","MARKET WATCH","Business","1997-01-12"
"2741","Lessons from the Olympic bombing may be informing the coverage of two other cases.","MEDIA: PRESS","Business","1997-01-13"
"2744","Is Helen Gurley Brown the Captain or the Ship Itself?","Changing of Guard at Cosmo","Business","1997-01-13"
"2768","Microsoft's On-Line Magazine to Be Free",NA,"Technology; Business","1997-01-13"
"2772","HAL vision",NA,"Business","1997-01-13"
"2791","Grey, surprised by Domino's, rejects the pizza chain's account rather than compete to regain it.","MEDIA BUSINESS: ADVERTISING","Business","1997-01-13"
"2792","Murdoch Again Tries His Luck on Line",NA,"Technology; Business","1997-01-13"
"2797","Microsoft Set for Another Move In Forging Links to the Internet",NA,"Technology; Business","1997-01-13"
"2807","Daiwa Bond Trader Puts His Spin on Scandal",NA,"Business; Books","1997-01-13"
"2811","Shell Consolidates European Accounts","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1997-01-13"
"2815","A medical equipment company says it has new tools and a new way to treat an enlarged prostate.","Patents","Technology; Health; Business","1997-01-13"
"2818","How to Keep Your Privacy: Battle Lines Get Clearer","Taking In the Sites","Technology; Business","1997-01-13"
"2829","At Macworld, Apple failed to regain believers among the once-faithful.","TECHNOLOGY: DIGITAL COMMERCE","Technology; Business","1997-01-13"
"2840","Critics Doubt Nextwave's Leap of Faith in Wireless Market",NA,"Technology; Business","1997-01-13"
"2841","Equity Offerings Scheduled for This Week",NA,"Business","1997-01-13"
"2850","A Gold Rush From Software Reinvigorates Silicon Valley",NA,"Technology; Business","1997-01-13"
"2853","'I Have the Greatest Enthusiasm for the Mission'",NA,"Business","1997-01-13"
"2855","Brewer Reviving 'Miller Time' Theme","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1997-01-13"
"2861","Dividend Meetings",NA,"Business","1997-01-13"
"2869","No HAL Yet: Artificial Intelligence Visions Underestimated the Mind",NA,"Technology; Movies; Business","1997-01-13"
"2875","BUSINESS DIGEST",NA,"Business","1997-01-13"
"2888","Bill Sale Is Treasury's Only Auction This Week",NA,"Business","1997-01-13"
"2890","In Trying to Get Into Cuba, CNN Hits Snags at Home",NA,"Business; Washington","1997-01-13"
"2898","Ford Is Said to Be Close To Selling Rental Car Unit",NA,"Business","1997-01-13"
"2901","Heinz and Campbell Agree to Mediation",NA,"Business","1997-01-13"
"2902","Janus and One of Its Managers Agree to Fines to Settle Charges",NA,"Business","1997-01-14"
"2906","Boeing Chief Wants McDonnell but Not Old Rivalries","Perfect Match, but Will It Mesh?","Business","1997-01-14"
