"","main","kicker","section_name","pub_date"
"1169","Auto Sales in '88 Set 2d-Highest Mark Ever",NA,"Business","1989-01-06"
"1171","National Medical Enterprises Inc reports earnings for Qtr to Nov 30",NA,"Business","1989-01-06"
"1176","Miller, Herman Inc reports earnings for Qtr to Dec 3",NA,"Business","1989-01-06"
"1186","Oracle Corp reports earnings for Qtr to Nov 30",NA,"Business","1989-01-06"
"1191","Datamag Inc reports earnings for Qtr to Sept 30",NA,"Business","1989-01-06"
"1205","Grumman Offering Notes With Buyout Protections","FINANCE/NEW ISSUES","Business","1989-01-06"
"1206","THE MEDIA BUSINESS: Advertising; Creative Star Is Joining Hill, Holliday",NA,"Business","1989-01-06"
"1207","BRIEFS",NA,"Business","1989-01-06"
"1209","Lojack Corp reports earnings for Qtr to Nov 30",NA,"Business","1989-01-06"
"1211","Intermetrics Inc reports earnings for Qtr to Nov 30",NA,"Business","1989-01-06"
"1212","Bilzerian Enters Plea of Not Guilty",NA,"Business","1989-01-06"
"1224","Copeland Extends Bid for Church's","COMPANY NEWS","Business","1989-01-06"
"1229","BUSINESS DIGEST",NA,"Business","1989-01-06"
"1230","Toyota Wins Round in Court",NA,"Business","1989-01-06"
"1234","Thorn-EMI Gets SBK for $337 Million",NA,"Business","1989-01-06"
"1244","Intermagnetics General Corp reports earnings for Qtr to Nov 27",NA,"Business","1989-01-06"
"1246","National Medical Plans To Spin Off Hillhaven","COMPANY NEWS","Business","1989-01-06"
"1248","Drug Emporium Inc reports earnings for Qtr to Nov 30",NA,"Business","1989-01-06"
"1250","Another Silicon Valley Tailspin","COMPANY NEWS","Technology; Business","1989-01-06"
"1257","United Tote Inc reports earnings for Qtr to Oct 31",NA,"Business","1989-01-06"
"1258","Lockheed Contract","COMPANY NEWS","Business","1989-01-06"
"1259","Nichols Research reports earnings for Qtr to Nov 30",NA,"Business","1989-01-06"
"1262","Healthcare Compare Corp reports earnings for Qtr to Nov 30",NA,"Business","1989-01-06"
"1265","'1992' Architect To Advise Firm",NA,"Business","1989-01-06"
"1278","Applied Power Inc reports earnings for Qtr to Nov 30",NA,"Business","1989-01-06"
"1281","Bishop Inc reports earnings for Qtr to Sept 30",NA,"Business","1989-01-06"
"1284","American Recreation Centers Inc reports earnings for Qtr to Nov 23",NA,"Business","1989-01-06"
"1286","Treasury Issues Continue to Dip","CREDIT MARKETS","Business","1989-01-06"
"1288","Lindsay Manufacturing Co reports earnings for Qtr to Nov 30",NA,"Business","1989-01-06"
"1289","TCBY Enterprises Inc reports earnings for Qtr to Nov 30",NA,"Business","1989-01-06"
"1293","Exemptions by the C.F.T.C.",NA,"Business","1989-01-06"
"1294","Sikes Corp reports earnings for Qtr to Nov 30",NA,"Business","1989-01-06"
"1295","Newhouse Head Testifies",NA,"Business","1989-01-06"
"1298","Recognition Spurns Prospect Group","COMPANY NEWS","Business","1989-01-06"
"1301","Big Bear Inc reports earnings for 13wk to Nov 26",NA,"Business","1989-01-06"
"1302","COMPANY BRIEFS",NA,"Business","1989-01-06"
"1306","Allwaste Inc reports earnings for Qtr to Nov 30",NA,"Business","1989-01-06"
"1309","Money Fund Assets Dip",NA,"Business","1989-01-06"
"1310","Proposal on Automated Trading Systems",NA,"Business","1989-01-06"
"1311","Economic Scene; Recession in '89? Majority Doubt It",NA,"Business","1989-01-06"
"1313","Costco Wholesale Corp reports earnings for 12wks to Nov 20",NA,"Business","1989-01-06"
"1315","Producer of Pop Music Buys Stake in Chrysalis","BUSINESS PEOPLE","Business","1989-01-06"
"1321","Global Trade System Gains",NA,"Business","1989-01-06"
"1325","Trader's Plea Reveals New Front In Battle on Wall St. Corruption",NA,"Front Page; Business","1989-01-06"
"1328","INDICTMENT IS SEEN IN PENTAGON CASE",NA,"Front Page; Business","1989-01-06"
"1330","MGI Properties reports earnings for Qtr to Nov 30",NA,"Business","1989-01-06"
"1333","Strong December Sales Reported by Retailers",NA,"Business","1989-01-06"
"1340","Intertrans Corp. reports earnings for Qtr to Oct 31",NA,"Business","1989-01-07"
"1342","Polaroid Stock Plan Upheld; Setback for Shamrock Seen",NA,"Business","1989-01-07"
"1345","Mark Producing Sells Its Assets","COMPANY NEWS","Business","1989-01-07"
"1348","MBS Textbook Exchange reports earnings for Qtr to Nov 30",NA,"Business","1989-01-07"
"1349","Harvest Drops in China",NA,"Business","1989-01-07"
"1351","CVN Cos. reports earnings for Qtr to Nov 30",NA,"Business","1989-01-07"
"1353","Chip Industry Is Planning A Health Study at Factories",NA,"Business","1989-01-07"
"1369","Southwestern Public Service Co. reports earnings for 12mo to Nov 30",NA,"Business","1989-01-07"
"1375","De Rose Industries reports earnings for Qtr to Sept 30",NA,"Business","1989-01-07"
"1379","Andersen's Chief Will Step Down",NA,"Business","1989-01-07"
"1382","Digital Communications Asociates Inc. reports earnings for Qtr to Dec 31",NA,"Business","1989-01-07"
"1390","Cabot Medical Corp. reports earnings for Year to Oct 31",NA,"Business","1989-01-07"
"1395","Altex Industries reports earnings for Year to Sept 30",NA,"Business","1989-01-07"
"1401","Patents; Method to Repair Teeth Offers Less Discomfort",NA,"Technology; Business","1989-01-07"
"1402","Quick & Reilly Group Inc. reports earnings for Qtr to Nov 25",NA,"Business","1989-01-07"
"1406","Strong Dollar Helps Treasury Bonds Gain",NA,"Business","1989-01-07"
"1408","COMPANY BRIEFS",NA,"Business","1989-01-07"
"1413","PENTAGON FRAUD: INDICTMENT AND GUILTY PLEAS",NA,"Business","1989-01-07"
"1417","First Natl Bancorp (Gainesille, Ga.) (O) reports earnings for Qtr to Dec 31",NA,"Business","1989-01-07"
"1420","KEY RATES",NA,"Business","1989-01-07"
"1421","Autoclave Engineers reports earnings for Qtr to Nov 30",NA,"Business","1989-01-07"
"1422","May Sets Mergers For Goldwaters","COMPANY NEWS","Business","1989-01-07"
"1425","Patents; 3 New Drugs Backed for AIDS Study",NA,"Technology; Health; Business","1989-01-07"
"1426","Anglo Energy reports earnings for Qtr to Sept 30",NA,"Business","1989-01-07"
"1439","Contractor Disciplines 17",NA,"Business","1989-01-07"
"1440","Earth Technology Corp. reports earnings for Qtr to Nov 25",NA,"Business","1989-01-07"
"1449","Westerbeke Corp. reports earnings for Qtr to Oct 29",NA,"Business","1989-01-07"
"1452","Difficult Issues Emerge On Canada-U.S. Trade",NA,"Business","1989-01-07"
"1453","Patents; Aluminum Mulch Said To Spur Plant Growth",NA,"Technology; Business","1989-01-07"
"1456","Ex-Chiefs of Haas Penalized In Stock-Manipulation Case",NA,"Business","1989-01-07"
