"","pub_date","main","score"
"145","1992-01-06","Athletes and Textbooks: A New Chapter Awaits",0.2
"146","1992-01-06","Knicks Block Out The Suns in Overtime",-0.25
"147","1992-01-06","Bills and Lions Prevail",0
"148","1992-01-06","Soviet Emigre Fatally Shot Defending Wife in Attack",-0.428571428571429
"149","1992-01-06","UMass Fine-Tunes a Prime-Time Upset",-0.25
"150","1992-01-06","Chemical Banking Realigns Agencies",0
"151","1992-01-07","Bradley Pharmaceuticals Inc. reports earnings for Qtr to Sept 30",0
"152","1992-01-07","Inotek Technologies reports earnings for Qtr to Nov 30",0
"153","1992-01-07","Bennett Can Deliver Without the Billing",0
"154","1992-01-07","Jesse C. Goodwin, 76, A Packaging Executive",-0.25
"155","1992-01-07","Black Children Beaten in Bias Attack, Police Say",-0.142857142857143
"156","1992-01-07","Text of Resolution on Israeli Expulsion Plan",0.2
"157","1992-01-07","New Mayor Says Philadelphia Needs 'Change From Top to Bottom'",-0.125
"158","1992-01-07","In Nuclear Deal, Seoul Halts War Game With U.S.",0
"159","1992-01-07","Consumer Videophone By A.T.& T.",0
"160","1992-01-07","St. John's to Show How Good UConn Is",0
"161","1992-01-07","Market Place; A Look Ahead For the Big Board",0
"162","1992-01-07","With Frustration, Yet Hope, Donors Give to Neediest Cases",0.142857142857143
"163","1992-01-07","Allwaste Inc. reports earnings for Qtr to Nov 30",0
"164","1992-01-07","Linking Arms Cuts to Taxes",-0.5
"165","1992-01-07","Teledyne Canada reports earnings for Qtr to Dec 31",0
"166","1992-01-07","F.D.A. SEEKS HALT IN BREAST IMPLANTS MADE OF SILICONE",0
"167","1992-01-07","BRIEFS",0
"168","1992-01-07","Tax Credit, or Health Discredit?",0
"169","1992-01-07","RATING FOR CREDIT OF NEW YORK STATE DOWNGRADED AGAIN",0.333333333333333
"170","1992-01-07","SUNY Campus Delays Opening Over PCB Fears",-0.166666666666667
"171","1992-01-07","North Korea Opens Up",0.333333333333333
"172","1992-01-07","Jeweler on Job a Day After Robber's Death",-0.4
"173","1992-01-07","As Bonn Talks Louder, Some in the U.S. Wince",-0.25
"174","1992-01-07","Mr. Gingrich's Flawed Prison Math",-0.5
"175","1992-01-07","A Winning Year for Stock Funds",0
"176","1992-01-08","Sears Cuts Jobs In Modernizing",0
"177","1992-01-08","Metropolitan Diary",0
"178","1992-01-08","Microwave Cooking",0
"179","1992-01-08","New Jails Breaking Down Old Habits",-0.4
"180","1992-01-08","Quotation of the Day",0
"181","1992-01-08","Metaphor Post Filled",0.333333333333333
"182","1992-01-08","Barrett Resources Corp. reports earnings for Year to Sept 30",0.142857142857143
"183","1992-01-08","Chase Corp. reports earnings for Qtr to Nov 30",-0.166666666666667
"184","1992-01-08","Brooklyn Man Slain for Coat, Police Say",0.166666666666667
"185","1992-01-08","Frank Yerby, Writer, 76, Is Dead; Novels of the South Sold Millions",0
"186","1992-01-08","Fury and Protests Erupt in Russia As Price Rises Strain Consumers",-0.375
"187","1992-01-08","California Olive Oil May Follow Wine In Upward Mobility",0.25
"188","1992-01-08","Trenton Tax-Bill Holdout Threatens Assembly Plan",-0.166666666666667
"189","1992-01-08","Health-Food Supermarkets? Why, Yes. It's Only Natural.",0.25
"190","1992-01-08","Gretchen Householder Poston, 59, Ex-White House Social Secretary",0
"191","1992-01-08","Where Bowman Goes, Intrigue Follows",0.25
"192","1992-01-08","Japan's Consumers Are Proud to Buy Japanese; Showroom Showdown",0.285714285714286
"193","1992-01-08","RESULTS PLUS",0
"194","1992-01-08","PCB Concerns Endanger Research at New Paltz",-0.333333333333333
"195","1992-01-08","U.S. Asks Japan to Wait On Reshaping U.N. Role",-0.2
"196","1992-01-08","Bristol-Myers's Drug Prices Are Cut for Health Programs",0
"197","1992-01-08","Manhattan Assemblyman Wins Ways and Means Chairmanship",-0.166666666666667
"198","1992-01-08","Corrections",1
"199","1992-01-08","Key Rates",0
"200","1992-01-08","2d Guilty Plea In Abuse Case At St. John's",-0.4
"201","1992-01-09","Key Rates",0
"202","1992-01-09","Dynamic Classics Ltd.  reports earnings for Qtr to Oct 31",0.285714285714286
"203","1992-01-09","Honors",1
"204","1992-01-09","More Corporate Issues Are Offered",0.333333333333333
"205","1992-01-09","Saved by the Grace of Barbara Bush",0.5
"206","1992-01-09","Quayle Opens Battle of New Hampshire",0
"207","1992-01-09","Review/City Ballet; Balanchine's Laconic Titles and Eloquent Dances",0.285714285714286
"208","1992-01-09","New Campaigns",0
"209","1992-01-09","A Nonprofit Book House Outside the Mainstream",-0.2
"210","1992-01-09","Paine Given $900,000 Fine By Big Board",-0.2
"211","1992-01-09","Evidence Grows Stronger for Planets Orbiting an Exploded Star",-0.142857142857143
"212","1992-01-09","A 1930's Visionary Who Looked Back And Saw Santa Fe",0.4
"213","1992-01-09","Wilder Ends Race for Presidency, Citing Virginia's Fiscal Troubles",-0.25
"214","1992-01-09","METRO DIGEST",0
"215","1992-01-09","Coltec Planning Initial Offering",0.25
"216","1992-01-09","U.S. Will Not Seek Retrial In Securities-Scandal Case",0.2
"217","1992-01-09","Richard Hunt; Puppeteer, 40",-0.333333333333333
"218","1992-01-09","Drew Industries Inc. reports earnings for Qtr to Nov 30",0.142857142857143
"219","1992-01-09","Angels' Harvey Gets Rich Pact",0.2
"220","1992-01-09","Yeltsin Goes on the Defensive",0
"221","1992-01-09","Homeless Man Hurt in Fire",-0.25
"222","1992-01-09","Stunned Japanese Offer Sympathy As Some Are Struck by Symbolism",0.333333333333333
"223","1992-01-09","Riggs National reports earnings for Qtr to Dec 31",0
"224","1992-01-09","HOME IMPROVEMENT",0.5
"225","1992-01-09","A Guest at an Unusual Hotel",0
"226","1992-01-10","Ex-Premier Advances in French Race",0
"227","1992-01-10","Official Admits Impropriety in Use of White House Stationery",0.285714285714286
"228","1992-01-10","Barring Gangs From Park Raises Some Legal Issues",-0.166666666666667
"229","1992-01-10","Quake Jolts New Jersey and Staten Island",0
"230","1992-01-10","BUSH IN JAPAN: Bush's Painful Trip; Japanese Feel the Talks Will Not Help U.S. Economy or Rapport With Tokyo",0.0769230769230769
"231","1992-01-10","DNA Fingerprinting Has Value as Evidence",0.25
"232","1992-01-10","Reviews/Film; Heartthrob Learning Maturity",0.5
"233","1992-01-10","Bailout Agency Gets New Chief",-0.2
"234","1992-01-10","Officer's Trial Will Test Teaneck's Racial Healing",0.285714285714286
"235","1992-01-10","Moody's Is Reviewing Sears's Rating",-0.25
"236","1992-01-10","Chamber Symphony",0
"237","1992-01-10","Fraud Case Bail Is Set",-0.5
"238","1992-01-10","Yelstin, in Rebuff to Ukraine, Lays Claim to Black Sea Fleet",-0.375
"239","1992-01-10","Another Marbury Hits Nothing but Net",0
"240","1992-01-10","Corrections",1
"241","1992-01-10","Shaken and Rattled, Knicks Need to Roll",-0.4
"242","1992-01-10","Art in Review",0.5
"243","1992-01-10","Women at Work",0
"244","1992-01-10","New U.S.-Israel Dispute on Eve of Talks",-0.2
"245","1992-01-10","Georgians Face the Cost of Their Civil War",-0.2
"246","1992-01-10","Market Place; Rival Stock Indexes Set for Biotechnology",-0.142857142857143
"247","1992-01-10","Borough Park Woman Is Sentenced in the Fatal Beating of Her Son, 8",-0.428571428571429
"248","1992-01-10","Review/Art; The Video Collage as a Commentator on Its Time",0
"249","1992-01-10","The Art Market",0.5
"250","1992-01-10","Bridge Authority Makes a Habit of Chaos",0
"251","1992-01-11","A Deficit For First Chicago",-0.333333333333333
"252","1992-01-11","A Bike Horn That Wails in the City and Chimes in the Country",-0.333333333333333
"253","1992-01-11","To the Presidential Hopefuls, The Middle Class Is Royalty",0.2
"254","1992-01-11","Leadership: Issue Faced By 9 Unions",0
"255","1992-01-11","Cleaning Up the Sanitation Contract",0.333333333333333
"256","1992-01-11","AIDS Crisis Prompts Gifts to Neediest",0.4
"257","1992-01-11","Hovnanian Enterprises reports earnings for Qtr to Nov 30",0
"258","1992-01-11","Evidence Tied to Organist",0
"259","1992-01-11","Tax-Repeal Effort by New Jersey Democrats Fails",-0.166666666666667
"260","1992-01-11","2 Retailers See End to Chapter 11",0
"261","1992-01-11","Bill Naughton, 81, a British Playwright Who Created 'Alfie'",0.166666666666667
"262","1992-01-11","Nightmare of Vietnam: Can You Ever Awaken?",-0.2
"263","1992-01-11","Sampson Ready to Play",0.333333333333333
"264","1992-01-11","Halfway to Infiniti, Two Share the Lead",0.4
"265","1992-01-11","'Moynihan Report' Sounded a Call for Help",0.4
"266","1992-01-11","Blunt Talk by Iacocca, Just Back From Japan",0.166666666666667
"267","1992-01-11","Corrections",1
"268","1992-01-11","Rates Move Up on U.S. Jobs Report",0
"269","1992-01-11","CHRONICLE",0
"270","1992-01-11","Chancellor Energy reports earnings for Qtr to Sept 30",0
"271","1992-01-11","Yes, Christmas, Hanukkah and Sun God Myths Are Connected",0.142857142857143
"272","1992-01-11","GZA Environmental Technologies Inc. reports earnings for Qtr to Nov 30",0
"273","1992-01-11","Japan Pact Computer Gains Seen",0.2
"274","1992-01-11","Selection of Communist Stirs Confusion in Haiti",0
"275","1992-01-11","Israeli Air Raid Near Beirut Kills 12",-0.333333333333333
"276","1992-01-12","How to Sell More U.S. Cars: Japanese Drivers Offer Hints",0.166666666666667
"277","1992-01-12","Packers Get Holmgren, But the 49ers Gain, Too",0
"278","1992-01-12","CONNECTICUT GUIDE",0.5
"279","1992-01-12","Fighting Back Against TV",0
"280","1992-01-12","Lisa Ann Levitz To Wed in May",0
"281","1992-01-12","Robin Williams and Then Some",0
"282","1992-01-12","In the Region: Westchester and Connecticut; Recent Sales",0
"283","1992-01-12","2 Companies Cited for Worker Training",0.5
"284","1992-01-12","It's Fun Time for Kerr, Who Gets Set for Return",0
"285","1992-01-12","Bronx Man Charged With Killing Child Over TV",-0.2
"286","1992-01-12","Salads in Wintertime Require Freshness, and Some Ingenuity",0.4
"287","1992-01-12","A Cast Changes And, Suddenly, A Play Is Reborn",0.2
"288","1992-01-12","Kristina Grimm Is to Marry in May",0.25
"289","1992-01-12","Business Diary/January 5-10",0
"290","1992-01-12","NORTHEAST NOTEBOOK: Portsmouth, R.I.; A Boys Town For the Future",0
"291","1992-01-12","CORRECTION",1
"292","1992-01-12","HAITIAN COMMUNIST SPEAKS OF HEALING",0.25
"293","1992-01-12","Topics of The Times; Wine Tradition Goes Pop",0.166666666666667
"294","1992-01-12","G. H. Brown Wed to Ann McCloskey",0
"295","1992-01-12","Israeli Settlers See Shift By Arabs to Firearms",0
"296","1992-01-12","Radisson Triples Air-Miles Bonus",0.25
"297","1992-01-12","Diana Gershon To Wed in May",0
"298","1992-01-12","Cynthia Hewitt Plans to Marry",0.25
"299","1992-01-12","Sunday Outing; For Teddy Roosevelt, East 20th St. Was Home",0
"300","1992-01-12","Corrections",1
"301","1992-01-13","Louis Armstrong on Film",0
"302","1992-01-13","D'Amato Proposes Bill for Criminal Aliens",-0.4
"303","1992-01-13","Absolut Ads Salute States",0.666666666666667
"304","1992-01-13","PROTEST IN RUSSIA OVER PRICE RISES",-0.25
"305","1992-01-13","Equity Issues This Week",0.333333333333333
"306","1992-01-13","Lasker Rink Ice Hockey Revives Harlem Meer",0.142857142857143
"307","1992-01-13","Social Security Tax",0
"308","1992-01-13","Results Plus",0
"309","1992-01-13","Knicks Hit a Slump, but Stay at the Top",-0.2
"310","1992-01-13","Government Service Gets Nasty",-0.75
"311","1992-01-13","Volunteers to Help Ex-Soviet Lands",0
"312","1992-01-13","Worldwatch Report Calls 1990's Decisive Decade for Environment",0
"313","1992-01-13","Market Place; Options Soar With Surge In Stocks",0.333333333333333
"314","1992-01-13","Sports of The Times; Utley's Spirit and Bowl of Chips",0
"315","1992-01-13","Falling Into Early Rut Ruins Islanders Again",-0.4
"316","1992-01-13","Pastor of 2,700 Leaves Church And Conflict",-0.25
"317","1992-01-13","Now Let's Learn Self-Help From the Japanese",0
"318","1992-01-13","PRO FOOTBALL It's a Date: Redskins and Bills to Meet in Super Bowl; Washington Passes Send Lions Packing",0.230769230769231
"319","1992-01-13","Reporter's Notebook; The Latest Challenge For Indiana Jones: TV",-0.166666666666667
"320","1992-01-13","Paul Simon Begins South Africa Concerts",0
"321","1992-01-13","New Machines by Hewlett",0
"322","1992-01-13","World Economies",0
"323","1992-01-13","Robert Hess, 59, Historian, Dies; Was Brooklyn College President",-0.142857142857143
"324","1992-01-13","Smuggling and Use of Illicit Drugs Are Growing, U.N. Survey Finds",0
"325","1992-01-13","Contradictory Signals Cloud Outlook on Bonds",-0.2
"326","1992-01-14","Chess",0
"327","1992-01-14","Digital Back in PC Market With Bold Mail-Order Plans",0.333333333333333
"328","1992-01-14","Video Display Corp.  reports earnings for Qtr to Nov 30",0
"329","1992-01-14","Square Industries reports earnings for Qtr to Nov 30",0.333333333333333
"330","1992-01-14","Comprehensive Care Corp. reports earnings for Qtr to Nov 30",0.285714285714286
"331","1992-01-14","Langer Biomechanics Group reports earnings for Qtr to Nov 30",0
"332","1992-01-14","Japan Admits Army Forced Koreans to Work in Brothels",0
"333","1992-01-14","FOOTBALL: The N.F.L.'s Ideal Couple Prepares for Battle; One Objective Left for Buffalo: Super Bowl Title",0.0769230769230769
"334","1992-01-14","Seaway Food Town reports earnings for Qtr to Nov 30",0
"335","1992-01-14","France Voices Concern on Algerian Situation",-0.2
"336","1992-01-14","Court Backs Postal Curb On Politics",0.6
"337","1992-01-14","McCormick & Co.  reports earnings for Qtr to Nov 30",0
"338","1992-01-14","The 'Logic' in I.R.A. Zealotry",0.333333333333333
"339","1992-01-14","THE 1992 CAMPAIGN: Labor; Big Labor Seeks Ways to Regain Campaign Clout",0.111111111111111
"340","1992-01-14","Corrections",1
"341","1992-01-14","Student Loan Marketing Assn.  reports earnings for Qtr to Dec 31",0
"342","1992-01-14","Nassau Board Democrats Call Hearings, and G.O.P. Cries Foul",0.125
"343","1992-01-14","Short (C.A.) International reports earnings for Qtr to Nov 30",-0.166666666666667
"344","1992-01-14","Morgan (J.P.)& Co. (N) reports earnings for Qtr to Dec 31",0
"345","1992-01-14","Johnson Is Determined To Play in Olympics",0.25
"346","1992-01-14","Shearson Suspends 2 Equity Executives",-0.25
"347","1992-01-14","Bush Raises Trade Issue In Bid for Farm Support",0
"348","1992-01-14","Kuwait Journal; The Runaway Army Is Back, but Standing at Ease",0.285714285714286
"349","1992-01-14","Accounts",1
"350","1992-01-14","Snows of Yesteryear",0
"351","1992-01-15","Florio Urges a New Fund for Economic Recovery",0.166666666666667
"352","1992-01-15","The Wheel of Fortune: 149 Seek Arbitration",0.5
"353","1992-01-15","New Campaigns",0
"354","1992-01-15","Student Drowns; 2d Is Missing",-0.666666666666667
"355","1992-01-15","King World Productions Inc. reports earnings for Qtr to Nov 30",0.125
"356","1992-01-15","Salem Carpet Mills Inc.  reports earnings for Qtr to Dec 28",0
"357","1992-01-15","Rangers Flex Muscles and Find the Sabres' Net",0
"358","1992-01-15","Quotation of the Day",0
"359","1992-01-15","ALGERIAN LEADERS FORM NEW COUNCIL",0.2
"360","1992-01-15","Horizon Bank reports earnings for Qtr to Dec 31",0
"361","1992-01-15","EXECUTIVE CHANGES",-0.5
"362","1992-01-15","Great Bay Bankshares reports earnings for Qtr to Dec 31",0.142857142857143
"363","1992-01-15","Primerica Corp.  reports earnings for Qtr to Dec 31",0
"364","1992-01-15","All Is Scarce in Trenton Except Republicans",-0.25
"365","1992-01-15","Man Charged in Prostitute Slayings in California",0
"366","1992-01-15","Ziegler Co.  reports earnings for Qtr to Dec 31",0
"367","1992-01-15","C-Cor Electronics Inc. reports earnings for 13wks to Dec 27",0
"368","1992-01-15","Add Cocoa, Sugar and Milk And Stir Up Some Memories",0
"369","1992-01-15","Nu Horizons Electronics Corp.  reports earnings for Qtr to Nov 30",0
"370","1992-01-15","Magazine Ad Pages Off 8.7% Last Year",0
"371","1992-01-15","Salvadoran Foes Settle Details of Peace Pact",0.166666666666667
"372","1992-01-15","Northland Cranberries Inc.  reports earnings for Qtr to Dec 31",0
"373","1992-01-15","Re-enactment Tape Is Allowed in Officer's Trial",0.2
"374","1992-01-15","Bills' Treacherous Journey Winds Up Where It Started",-0.2
"375","1992-01-15","Review/Opera; Some Friends Get Together for 'Boheme'",0.2
"376","1992-01-16","Dow Up 12.30 as Records Keep Tumbling",0
"377","1992-01-16","Knogo reports earnings for Qtr to Nov 30",0
"378","1992-01-16","Rollins Environmental Services reports earnings for Qtr to Dec 31",-0.142857142857143
"379","1992-01-16","Corrections",1
"380","1992-01-16","Horizon Industries reports earnings for Qtr to Dec 28",0.166666666666667
"381","1992-01-16","Celebrating by Donating to Neediest",0.666666666666667
"382","1992-01-16","Still Fierce, But Now Fashionable",0
"383","1992-01-16","Boy Is Raped and Neighbors Ponder the Horror",-0.2
"384","1992-01-16","Accounts",1
"385","1992-01-16","Cherokee Inc. reports earnings for Qtr to Nov 30",0
"386","1992-01-16","Key Rates",0
"387","1992-01-16","Review/Music; Pianistic Reflections Of Russia",0
"388","1992-01-16","O'Toole's Group reports earnings for Year to Sept 1",0
"389","1992-01-16","THE 1992 CAMPAIGN: Democrats; Both Kerreys Searching For Campaign Strategy",0
"390","1992-01-16","DMI Furniture Inc. reports earnings for Qtr to Nov 30",0
"391","1992-01-16","3 Algerian Parties Demand Elections Be Restored",0.2
"392","1992-01-16","Autodie Corp. reports earnings for Qtr to Nov 30",0
"393","1992-01-16","EA Engineering, Science, Technology Inc. reports earnings for Qtr to Nov 30",0
"394","1992-01-16","First Colonial Bankshares reports earnings for Qtr to Dec 31",-0.142857142857143
"395","1992-01-16","Dreco Energy Services reports earnings for Qtr to Nov 30",-0.142857142857143
"396","1992-01-16","First Community Bancorp reports earnings for Qtr to Dec 31",0.142857142857143
