"","pub_date","main","score"
"39","2008-01-02","F.B.I. Brings a Fresh Set of Eyes to a '71 Plane Hijacking Mystery",0.25
"40","2008-01-02","French Kiss | Welcome, Marion Cotillard",0.4
"41","2008-01-02","Debatable Democracy",-0.5
"42","2008-01-02","$138 Oil - Good or Bad? (updated from $100...)",0
"43","2008-01-02","Depriving Retirees of Employer Health Care Benefits",0.333333333333333
"44","2008-01-02","For Lease",0
"45","2008-01-02","Economists Warm Up to Edwards",0.333333333333333
"46","2008-01-02","TODAY IN BUSINESS",0
"47","2008-01-02","The Great Plane Robbery and Other Sordid Tales",0
"48","2008-01-02","Deal for Mortgage Lender PHH Collapses",-0.2
"49","2008-01-02","A Divide as Wolves Rebound in a Changing West",-0.2
"50","2008-01-02","Paid Notice: Deaths   MEYER, LEONARD B.",-0.2
"51","2008-01-03","Nets Rally From a 15-Point Deficit to Edge Magic",-0.166666666666667
"52","2008-01-03","Plaxo, a Social Network, Said to Be for Sale",0
"53","2008-01-03","Clemens's Interview Could Lead to Lawsuit",0.25
"54","2008-01-03","Giuliani Keeps Campaign Focus on Terrorism",-0.2
"55","2008-01-03","$30 Million Fine for Mileage Violations",-0.25
"56","2008-01-03","Q&A",NA
"57","2008-01-03","We Need a Browser for TVs",-0.333333333333333
"58","2008-01-03","'You Can Still Dump the Body in New Jersey'",-0.166666666666667
"59","2008-01-03","Brazilian Lessons for 2008",0
"60","2008-01-03","Lawmaker, Cancer-Stricken, Says He Won't Seek Re-election",0
"61","2008-01-03","Paid Notice: Deaths   GREENBERG, GARY J.",-0.2
"62","2008-01-03","Who Is Threatening the Pastors?",-0.5
"63","2008-01-03","Circuits: Out of the Camera Bag, but Still Protected, Encased in Shock-Absorbing Rubber Skin",0.111111111111111
"64","2008-01-03","Correction: For the Record",0.5
"65","2008-01-03","Circuits: A Tablet PC That Is Receptive to a Soft Touch, but Offers a Full Keyboard for Serious Tapping",0.5
"66","2008-01-03","Late Night Is Back! Hope You Like Strike Jokes.",0.428571428571429
"67","2008-01-03","Cellphone Users Slow Traffic",0
"68","2008-01-03","No Homecoming for Preserved Head",0
"69","2008-01-03","Cancer Diagnosis Upends Family's Finances and Relationships",-0.166666666666667
"70","2008-01-03","What's On Tonight",0
"71","2008-01-03","Hospitals Slow in Heart Cases, Research Finds",0.333333333333333
"72","2008-01-03","Paid Notice: Memorials   WEITZNER, ELLEN",0
"73","2008-01-03","Library Admits Damage to 18th-Century Diary",0
"74","2008-01-03","A Courtroom Voice",0
"75","2008-01-03","WJC Semifinals: 4 for the Gold",0.333333333333333
"76","2008-01-04","Names of the Dead",-0.5
"77","2008-01-04","Stocks & Bonds: Wall Street Hesitant Before Jobs Report",0
"78","2008-01-04","Letterman Kvetches, Leno Gets By",-0.25
"79","2008-01-04","Video: For Your Consideration",0.5
"80","2008-01-04","Drugs Offer No Benefit in Curbing Aggression, Study Finds",0
"81","2008-01-04","The System Worked? A Defender Begs to Differ",-0.4
"82","2008-01-04","Cameron Is Fired by Dolphins",-0.333333333333333
"83","2008-01-04","College Admissions: A Little Guidance",0
"84","2008-01-04","Jacques Tati",0
"85","2008-01-04","Iran Names Manager",0.333333333333333
"86","2008-01-04","Evolution Book Sees No Science-Religion Gap",0
"87","2008-01-04","A Reshuffling in Merrill's Wealth Management Ranks",0.2
"88","2008-01-04","Where Do We Live?",1
"89","2008-01-04","John McCain",0
"90","2008-01-04","The Odds of Becoming President",-0.333333333333333
"91","2008-01-04","Lazard's 'Blank Check' Grows to $800 Million",0
"92","2008-01-04","In Grace Notes, Linear Riffs on Reality",0.2
"93","2008-01-04","More Than a Coach",0
"94","2008-01-04","Under Spagnuolo, Giants Give Grudgingly ",0
"95","2008-01-04","KATE NASH",0
"96","2008-01-04","Afghanistan: Blast Hits Indian Workers",-0.2
"97","2008-01-04","Movies",0
"98","2008-01-04","Illinois: Former Officer Is Sentenced",-0.25
"99","2008-01-04","Dance Listings",0.5
"100","2008-01-04","Eager South Koreans Tour a Semi-Open City in the North",0.142857142857143
"101","2008-01-05","Utah: Body Found in State Capitol",0.2
"102","2008-01-05","James Costigan, Writer of Prestige TV, Is Dead",0
"103","2008-01-05","A Roosevelt Island Ruin Sinks Further Into Decay",-0.4
"104","2008-01-05","McCain on Tour in New Hampshire",0
"105","2008-01-05","California: Sheriff to Return to Work",0.25
"106","2008-01-05","News Summary",0
"107","2008-01-05","If Giants Feel the Pressure, They Sure Don't Show It",-0.166666666666667
"108","2008-01-05","Hamill Treated For Cancer",0
"109","2008-01-05","Lottery Numbers",0
"110","2008-01-05","Hedging Their Way to Billions",-0.333333333333333
"111","2008-01-05","Antimissile Tests Set for 3 Airliners",0
"112","2008-01-05","Bequeathing, With Strings Attached",0.666666666666667
"113","2008-01-05","Daring to Believe, Blacks Savor Obama Victory",0.5
"114","2008-01-05","Justices to Decide if Rape of a Child Merits Death",0.166666666666667
"115","2008-01-05","Heads Up, Ms. Bradshaw, New Foursome's in Town",0
"116","2008-01-05","Nets Beat the Bobcats and Get Back to .500",-0.2
"117","2008-01-05","A Campaign Retools to Seek Second Clinton Comeback",0.166666666666667
"118","2008-01-05","Reflections on Iowa's Day in the Sun",0
"119","2008-01-05","Clinton Greets Fox's O'Reilly",0.25
"120","2008-01-05","Knicks Stay Close, but Spurs Show How to Win",-0.166666666666667
"121","2008-01-05","A Different Story for Deal Making",-0.25
"122","2008-01-05","A Film Comic Who Portrayed Life's Drama With His Feet",0.166666666666667
"123","2008-01-05","Two Parties; Odd Embraces",0
"124","2008-01-05","Panama Extends Tax Break",-0.5
"125","2008-01-05","The Democratic Debate in New Hampshire",-0.25
"126","2008-01-06","Letters: The Huckabee Factor",0
"127","2008-01-06","In This Race, Independents Are the Prize",0.333333333333333
"128","2008-01-06","Arabic Lessons",0
"129","2008-01-06","Railroad Plans Improvements",0.333333333333333
"130","2008-01-06","In a Spirited Republican Forum, Romney Finds Himself a Frequent Target",0
"131","2008-01-06","On the Market | Tribeca Loft",0
"132","2008-01-06","Gold Rain",0.5
"133","2008-01-06","A New Tower for the Las Vegas Skyline",0
"134","2008-01-06","Correction: Sailing Toward Paradise",0.5
"135","2008-01-06","The Deluge Before the Dollar",-0.5
"136","2008-01-06","He Moves. He Moves On. Catch Up.",-0.333333333333333
"137","2008-01-06","Freedom at Gunpoint",0.5
"138","2008-01-06","The Early Days",0
"139","2008-01-06","Against Hoyas, Rutgers Can't Outscore Its Football Team",0
"140","2008-01-06","Notre Dame Recruits Shine in All-Star Game",0.166666666666667
"141","2008-01-06","Tribute to an Uncle Strengthens a Family Bond",0.2
"142","2008-01-06","Correction: The Binocular Brigade",0.333333333333333
"143","2008-01-06","Commuting by Road, but Not by Car",0
"144","2008-01-06","Celebrating the Bowery's Proud History, From Weegee to CBGB",0.333333333333333
"145","2008-01-06","N.H. Forecast: The Final Push",-0.333333333333333
"146","2008-01-06","Democrats in Sync, Mostly",0
"147","2008-01-06","A Hand That Links Germans and Turks",0
"148","2008-01-06","Economic Policy for Tough Times",0.25
"149","2008-01-06","For Those Who Remember the Neediest, Helping Others Is Its Own Reward",0.2
"150","2008-01-06","SCOTLAND YARD JOINS REVIEW OF BHUTTO KILLING",0
"151","2008-01-07","Investors Said to Seek a Takeover of CNet",0
"152","2008-01-07","In Response to M.T.A.'s 'Say Something' Ads, a Glimpse of Modern Fears",0.142857142857143
"153","2008-01-07","After the Hunt",-1
"154","2008-01-07","Corrections",1
"155","2008-01-07","The Times and CNBC.com Team Up",0
"156","2008-01-07","Paid Notice: Deaths   LURIA, SYDNEY A",-0.2
"157","2008-01-07","Brutishness Begets Brutishness on the Road",-0.5
"158","2008-01-07","Another jobs picture - Europe vs. US (updated)",0
"159","2008-01-07","JPMorgan Plans Asia Hiring Spree",0
"160","2008-01-07","World Club Top 10: Championship Week Edition",0
"161","2008-01-07","When Melanie Met Cristina",0
"162","2008-01-07","Sandra's Sources | Veya",0
"163","2008-01-07","Yahoo Makes a New Play for Ads on Mobile Phones",0.333333333333333
"164","2008-01-07","Observe Early and Often",0
"165","2008-01-07","Paid Notice: Deaths   KING, BAYARD LEROY",-0.166666666666667
"166","2008-01-07","'Rock Band' - One Man's Journey",0.2
"167","2008-01-07","New Hampshire Voices",0
"168","2008-01-07","Correction: For the Record",0.5
"169","2008-01-07","The Best Player in the NHL Today?",0.25
"170","2008-01-07","We're Looking Live",0.5
"171","2008-01-07","QUOTATION OF THE DAY",0
"172","2008-01-07","And here it comes ...",1
"173","2008-01-07","Eyeing the Future at C.E.S., Part 1",0.25
"174","2008-01-07","CIBC Ousts Two Executives Amid Write-Downs",-0.333333333333333
"175","2008-01-07","Corrections",1
"176","2008-01-08","Albany: First Grants From Stem Cell Program",0
"177","2008-01-08","Shmuel Berenbaum, 87, Talmudic Scholar, Is Dead ",-0.2
"178","2008-01-08","Where is Climate Change in the U.S. Primaries?",0
"179","2008-01-08","Butler Triumphs",0.5
"180","2008-01-08","At Dartmouth, It Was Obama Day",0
"181","2008-01-08","The Climate Klaxon (2 Letters)",0
"182","2008-01-08","Clinton Stuns Obama; McCain Wins",0
"183","2008-01-08","The Wife Factor",0
"184","2008-01-08","Paid Notice: Deaths   FEINBERG, RUTH",-0.2
"185","2008-01-08","Xerox Hopes Its New Logo Doesn't Say 'Copier'",0.142857142857143
"186","2008-01-08","Lender Tells Judge It 'Recreated' Letters",0.2
"187","2008-01-08","Sony BMG Will Sell Music Without Copyright Protection",0.25
"188","2008-01-08","New Bond Girl",0
"189","2008-01-08","For the Moment |  A Semina Artist",0.333333333333333
"190","2008-01-08","The McCain Ties That Bind",0
"191","2008-01-08","E.P.A. Seeks New Life for Old Cellphones",0
"192","2008-01-08","The Debate Over How and How Long",-0.5
"193","2008-01-08","Study Finds Vaccine Preservative Is Not Linked to Risks of Autism",-0.142857142857143
"194","2008-01-08","The Early Word: New Hampshire's Heyday",0
"195","2008-01-08","Genzyme Wins Cholesterol Drug Deal",0
"196","2008-01-08","Paid Notice: Deaths   LOEB, ELIZABETH GUILD",-0.166666666666667
"197","2008-01-08","Live From Manchester, It's Primary Night",0.25
"198","2008-01-08","Is ICICI Mulling an I.P.O. of Its Investment Bank?",0
"199","2008-01-08","The People Choose While the Writers Strike",-0.25
"200","2008-01-08","Motorola Snaps Up Soundbuzz",0
"201","2008-01-09","Executive Leaving Barclays Capital",-0.25
"202","2008-01-09","China: Crackdown on Plastic Bags",0
"203","2008-01-09","Queens: Man Admits Fatally Stabbing Friend",0.166666666666667
"204","2008-01-09","A Place So Crowded, Nobody Goes There Anymore",0
"205","2008-01-09","High School With Money 2.0",0
"206","2008-01-09","Huckabee's Bobsled Lessons",0
"207","2008-01-09","The Secret of the Humble Chickens",0
"208","2008-01-09","3 Americans Arrested in Gang Battle With Mexican Police",-0.166666666666667
"209","2008-01-09","It's Politics - Expecting Verse?",0.333333333333333
"210","2008-01-09","Van Crashes Into Restaurant, Killing Queens Woman, 67",-0.166666666666667
"211","2008-01-09","John Edwards's New Hampshire Speech",0
"212","2008-01-09","The Slap Shot Half-Season Awards",-0.25
"213","2008-01-09","Canada: Rocket Builder Makes Acquisition",0
"214","2008-01-09","In Their Own Words",0
"215","2008-01-09","CBS News And Writers Reach Agreement",0.2
"216","2008-01-09","Clinton's Strategy Echoes Bush in 2000",0
"217","2008-01-09","A One-Night Shift in the Late-Night Wars",-0.25
"218","2008-01-09","Liz Claiborne to Sell 2 Brands to Perry Ellis",0
"219","2008-01-09","Sri Lankan Blast Kills an Official",-0.4
"220","2008-01-09","HD DVD is Dealt a Blow",-0.333333333333333
"221","2008-01-09","For McCain, Quiet Before the Big Stage",0
"222","2008-01-09","In Harlem, a Tough Choice Between Clinton and Obama",0
"223","2008-01-09","Pairings",0
"224","2008-01-09","Gossage Elected to Hall in His Ninth Attempt",0
"225","2008-01-09","Sawing Wood",0
"226","2008-01-10","Target's Chief Plans to Retire",-0.25
"227","2008-01-10","Folsom Prison Officials Pull Plug on Concert",-0.166666666666667
"228","2008-01-10","Southern Landscapes, Rendered in Fabric",-0.25
"229","2008-01-10","Remembering the Old, Gritty Hell's Kitchen",-0.2
"230","2008-01-10","Forecast for Spring: More Yankees Drama",0
"231","2008-01-10","Look What I Found!",0
"232","2008-01-10","Have $2.7 Million? Buy The Last Super Bowl Ad",0.4
"233","2008-01-10","Paid Notice: Deaths   SARIS, CATHERINE V",-0.2
"234","2008-01-10","Paid Notice: Deaths   FRIED, CAROLYN",-0.2
"235","2008-01-10","HD DVDs Fall Like Dominoes",0
"236","2008-01-10","A Breezy Exchange Between Old Friends (Jazz and Poetry)",0.166666666666667
"237","2008-01-10","Paid Notice: Deaths   BAIRD, BOBBI",-0.2
"238","2008-01-10","The Art of the Campaign",0.5
"239","2008-01-10","A Fierce Corzine Opponent Turns Ally",-0.4
"240","2008-01-10","Snow Day",0
"241","2008-01-10","Paid Notice: Deaths   LITTMAN, NANETTE R.",-0.2
"242","2008-01-10","Study Suggests That Amputee Holds an Unfair Advantage",-0.166666666666667
"243","2008-01-10","Team USA: There Goes the Love",0.25
"244","2008-01-10","Justices Question Validity of Voter I.D. Case",0.2
"245","2008-01-10","Paid Notice: Deaths   ROSEN, ETHEL",-0.2
"246","2008-01-10","Edmund Hillary, First on Everest, Dies at 88",-0.2
"247","2008-01-10","Garden Q.&A.",0
"248","2008-01-10","Emotion Without Thought in New Hampshire",0.2
"249","2008-01-10","W.H.O. Says Iraq Civilian Death Toll Higher Than Cited",-0.142857142857143
"250","2008-01-10","And Then There Was . . . a Human!",1
"251","2008-01-11","If Nice Guys Finish Last...",0.25
"252","2008-01-11","U.S. Team Wins",0
"253","2008-01-11","Stray Questions for: Buzz Bissinger",-0.5
"254","2008-01-11","F.C.C. Allows Radio Buyout",0.25
"255","2008-01-11","Paid Notice: Deaths   CAMPBELL, KORVES, MAUREEN",-0.166666666666667
"256","2008-01-11","Buffett Raises Burlington Stake",-0.25
"257","2008-01-11","The G.O.P.'s Unanswered Question",-0.333333333333333
"258","2008-01-11","Michigan: Driver Dies in Tanker Crash",-0.2
"259","2008-01-11","Paid Notice: Deaths   STERN, MOLLIE (NEE BREEMAN)",-0.285714285714286
"260","2008-01-11","Off-Road Vehicles",0
"261","2008-01-11","The Next Sir Edmund Hillarys: Riders on the Storm",-0.166666666666667
"262","2008-01-11","Blackstone to Buy Hedge Fund to Strengthen Credit Operations",0.142857142857143
"263","2008-01-11","When the Family Ski Trip Is What Brings You All Together",0.2
"264","2008-01-11","Paid Notice: Deaths  DEMARTINO, ANTHONY",-0.2
"265","2008-01-11","Art in Review",0.5
"266","2008-01-11","The Game for Santana Is Stretching On",0.333333333333333
"267","2008-01-11","Greetings, Earthlings. Your New Restroom Is Ready.",0.2
"268","2008-01-11","Nevada: Indictments in Bus Stop Shooting",-0.4
"269","2008-01-11","7 Indicted After Agent Gets Inside Cocaine Ring and the Ships It Used",-0.125
"270","2008-01-11","Annan to Help in Kenya, Group Says",0
"271","2008-01-11","Metro-North Harlem Line From Fordham to Chappaqua",0
"272","2008-01-11","Upcoming Auction Highlights",0.333333333333333
"273","2008-01-11","The Week in Comments: 'A Hare-Brained Idea'",0
"274","2008-01-11","Shares Up, Aided by Talk of Bank Deal",0.4
"275","2008-01-11","Infection Control",-0.5
"276","2008-01-12","Resurrecting an Urban Earth Mother",0.25
"277","2008-01-12","Endorsements Can Look Good or Bad",0.2
"278","2008-01-12","Edward Klosinki, Cinematographer, Dies at 65",-0.25
"279","2008-01-12","A Tale of Teaching in China",0
"280","2008-01-12","Forget Silver; Huckabee Gets the Gold",-0.2
"281","2008-01-12","Judge Dismisses Lawsuit Seeking to Block Atlantic Yards",-0.285714285714286
"282","2008-01-12","Corrections: For the Record",0.5
"283","2008-01-12","Munch Thieves Draw Longer Sentences",-0.2
"284","2008-01-12","A Paradise for Surfers",0.5
"285","2008-01-12","Respond to Today's Column: The Battle of the Mitts",-0.2
"286","2008-01-12","New Role in Pakistan: Lessons for Washington",0
"287","2008-01-12","A Combative Thompson Sways Voters",-0.25
"288","2008-01-12","Corrections: For the Record",0.5
"289","2008-01-12","Mother Accused of Endangerment Is Now Charged With Killing Baby",-0.428571428571429
"290","2008-01-12","North Korea: Russia Regrets 'Slow' Talks",-0.166666666666667
"291","2008-01-12","Saturday Kickoff: Goodbye to McFadden?",0.25
"292","2008-01-12","A Day of Confusion at Golden Globes",0
"293","2008-01-12","Obama Giving Clinton a Race in Her Backyard",0
"294","2008-01-12","Paid Notice: Deaths   MELTZER, ADRIENNE",-0.2
"295","2008-01-12","For McNamee and Clemens, a New Dispute",-0.25
"296","2008-01-12","Florida: Safety Board Faults Cruise Line",0
"297","2008-01-12","Hailed, From Everest to Park Avenue",0
"298","2008-01-12","Big Waves Mean No Small Preparation for Surfers",-0.166666666666667
"299","2008-01-12","W. F. Ganong, 83, Expert in Brain's Control of Body, Dies",0
"300","2008-01-12","Paid Notice: Deaths   SINGER, LLOYD I.",-0.2
"301","2008-01-13","Opposition Wins Taiwan Parliamentary Election",-0.2
"302","2008-01-13","Kentucky's First Big Victory Is Also Vanderbilt's First Defeat",0
"303","2008-01-13","From Israel, 2,188 Varieties",0
"304","2008-01-13","The House of Myth",0
"305","2008-01-13","The Soul of Suburbia, Captured on Film",-0.25
"306","2008-01-13","The Two Paths to Wealth: Earn More, Spend Less",0
"307","2008-01-13","Obama Questions Nevada Caucus Lawsuit",-0.2
"308","2008-01-13","Chicken Soup for the Droll",0
"309","2008-01-13","In Many Venues, Economy Will Take Center Stage",0.142857142857143
"310","2008-01-13","A Prodigy, Sure, but There's Plenty of Normal Teenager, Too",0.5
"311","2008-01-13","Last Year's Role Model",0
"312","2008-01-13","Is the Apartment Rent Stabilized, or Not?",0.333333333333333
"313","2008-01-13","A Passage to India",0
"314","2008-01-13","A Tale of Teaching in China",0
"315","2008-01-13","Paid Notice: Memorials   TEITELBAUM, LEW",0
"316","2008-01-13","Above the Sofa, Sour Notes",-0.333333333333333
"317","2008-01-13","Proof",0
"318","2008-01-13","Racing to Capture Vanishing Languages",-0.75
"319","2008-01-13","Looking to Wrangle Jeep Customers",0
"320","2008-01-13","Closely Watched Trains",0.333333333333333
"321","2008-01-13","Searching for Sharapova, and Finding a Dichotomy",0
"322","2008-01-13","Getting Started, via the Web",-0.25
"323","2008-01-13","Australian Open Evens the Playing Surfaces",0.4
"324","2008-01-13","Racism on the Air",0
"325","2008-01-13","Easy Slogans, Twinkly Funk and One Busy String",0.142857142857143
"326","2008-01-14","Europe May Ban Imports of Some Biofuel Crops",0.166666666666667
"327","2008-01-14","Paid Notice: Deaths   LLOYD, BARBARA",-0.2
"328","2008-01-14","G.M. Joins Alternative Energy Investment Rush",0.2
"329","2008-01-14","A Bear's Questions",-0.5
"330","2008-01-14","West Coast Flair Bounds Into East Coast Sensibilities",0.142857142857143
"331","2008-01-14","CNN Beginning Nightly Election Wrap",0
"332","2008-01-14","They're Still Talking About It",0
"333","2008-01-14","Europe Takes Africa's Fish, and Boatloads of Migrants Follow",0
"334","2008-01-14","Endwave Buys Out Wood River Stake",0.2
"335","2008-01-14","Who Is G.M.'s New Ethanol Partner?",0.25
"336","2008-01-14","Cartoon Creatures Leave Home and Find ... Home",0
"337","2008-01-14","Saunas with style against the Berlin winter",0
"338","2008-01-14","Zagat Publisher Seeks Buyer",0
"339","2008-01-14","Book Critics Nominate",0
"340","2008-01-14","Throw in Irreplaceable, Too: Swinging Through Sammy Cahn's Songbook",-0.166666666666667
"341","2008-01-14","Obama Tries to Stop the 'Silliness'",-0.5
"342","2008-01-14","Paid Notice: Memorials   BISHOP, FRANKLIN G",0
"343","2008-01-14","A Resurgent Miller Ties Mahre's U.S. Mark",0
"344","2008-01-14","It's Week 2 All Over Again. Or Not.",0
"345","2008-01-14","Ford Rides the Election Coattails",-0.25
"346","2008-01-14","Neediest Cases Fund-Raising Totals",0
"347","2008-01-14","Don't Blame Me - I Voted on 'Hot or Not'",-0.5
"348","2008-01-14","Paid Notice: Deaths   MCCUE, RAMON E",-0.2
"349","2008-01-14","Corrections",1
"350","2008-01-14","Births",0
"351","2008-01-15","LIGHTING THE NIGHT IN INDIA",0.333333333333333
"352","2008-01-15","Many Voices Chime In on Spain's Anthem Lyrics",0.166666666666667
"353","2008-01-15","In California, a Sheriff Quits to Work on Legal Defense",0
"354","2008-01-15","Third Basemen Swapped",0
"355","2008-01-15","Europe's Appetite for Seafood Propels Illegal Trade",-0.166666666666667
"356","2008-01-15","Signs of the Apocalypse",0.5
"357","2008-01-15","CNBC Video: Braunstein on Deal Making Today",0
"358","2008-01-15","Bits Debate: Should Internet Providers Block Copyrighted Works?",-0.285714285714286
"359","2008-01-15","Weather Update: Maybe We Should Talk About the Government",0
"360","2008-01-15","Paid Notice: Deaths   BROD, IRVEN JACK",-0.166666666666667
"361","2008-01-15","Detroit Misery",-0.5
"362","2008-01-15","Can Cruise Ships and Coral Coexist?",0.2
"363","2008-01-15","Mitt Romney's Michigan Primary Speech",0
"364","2008-01-15","More Than Games, a Net to Snare Social Networkers",0
"365","2008-01-15","Baltimore Finds Subprime Crisis Snags Women",-0.166666666666667
"366","2008-01-15","Canada: Inuit Oppose Polar Bear Measure",0
"367","2008-01-15","On Sex After Prostate Surgery, Confusing Data",-0.2
"368","2008-01-15","France: Sarkozy Wed, Paper Reports",0
"369","2008-01-15","Kicking Globie Around",-0.333333333333333
"370","2008-01-15","Paid Notice: Deaths   SORKIN, SAUL",-0.2
"371","2008-01-15","Fear of Bob",-0.5
"372","2008-01-15","Collecting the Trash: Its Science and Value",0.25
"373","2008-01-15","Study Reveals Doubt on Drug for Cholesterol",-0.4
"374","2008-01-15","What's On Tonight",0
"375","2008-01-15","Britain Creates Contingency Plan for Northern Rock",0.166666666666667
"376","2008-01-16","Citigroup Loss Raises Anxiety Over Economy",-0.6
"377","2008-01-16","When Veterans Fight the War Within",-0.5
"378","2008-01-16","Sorry, The Judges Own Too Much Oil Company Stock to Hear Your Case",0
"379","2008-01-16","One Killed and 9 Are Hurt in Blast at Metal Parts Factory",-0.428571428571429
"380","2008-01-16","Kenyan Opposition Wins a Skirmish",-0.5
"381","2008-01-16","Violence at Home",-0.5
"382","2008-01-16","Rice Makes Unannounced Visit to Baghdad",0
"383","2008-01-16","BEA Accepts $8.5 Billion Bid From Oracle",0.2
"384","2008-01-16","Brooklyn: Guilty Plea in Body Parts Case",-0.166666666666667
"385","2008-01-16","CASTRO IS 'READY,' DA SILVA SAYS",0
"386","2008-01-16","The Mac Daddy Formula",0
"387","2008-01-16","Correction: For the Record",0.5
"388","2008-01-16","Chefs' New Goal: Looking Dinner in the Eye",0.166666666666667
"389","2008-01-16","Ambac to Cut Dividend and Replace C.E.O.",-0.2
"390","2008-01-16","Soft Serve | A News Feed of Light Reading",0.166666666666667
"391","2008-01-16","A 'Liberal' Victory for Romney?",0.666666666666667
"392","2008-01-16","Obama and Clinton Seek a Softer Tone",0
"393","2008-01-16","'Hey, I'm Doing My Part'",0
"394","2008-01-16","Britain: Inflation Exceeds Bank's Target",-0.2
"395","2008-01-16","Paid Notice: Memorials   DUNDES, LESTER",0
"396","2008-01-16","Whole-Grain but Not Heavy",0
"397","2008-01-16","Problems on Offense Cost Chow His Job",-0.6
"398","2008-01-16","A Super-Shot of Brooklyn Suburbia With Extra Froth",0
"399","2008-01-16","Mixed Messages From the BBC",-0.333333333333333
"400","2008-01-16","A Brigade of Grannies on Fifth Avenue",0
"401","2008-01-17","Islanders Beat Devils for 5th Time This Season",-0.4
"402","2008-01-17","A Row Over Renovations at the Junior League",0.25
"403","2008-01-17","Entrepreneurship Takes Off in Ireland",0
"404","2008-01-17","Taped Calls Key in Trial of Former General Re Executives",0
"405","2008-01-17","Men's Wear in Milan",-0.333333333333333
"406","2008-01-17","'Close Encounters'",0
"407","2008-01-17","Purple States: Talking Health Care",0.6
"408","2008-01-17","Sun to Buy Swedish Software Firm for $1 Billion",0.333333333333333
"409","2008-01-17","Race and Politics",0
"410","2008-01-17","Paid Notice: Deaths   WOLFF, MILTON",-0.2
"411","2008-01-17","Mayor Plans Budget Cuts, an Aide Says",0
"412","2008-01-17","Scent Notes | Versace Eau de Parfum by Versace",0
"413","2008-01-17","The Nevada Stakes for Obama",0
"414","2008-01-17","Lottery Numbers",0
"415","2008-01-17","Ex-Lawmaker Indicted in Islamic Charity Inquiry",0
"416","2008-01-17","Paid Notice: Deaths   BARNEY, ELIZABETH MCDERMOTT",-0.166666666666667
"417","2008-01-17","New London Record",0
"418","2008-01-17","For Schubert, a Sad Tale Was the Best for Winter",0
"419","2008-01-17","2nd Arrest Made in Shooting of Georgia Officers",-0.2
"420","2008-01-17","China Says Its Seafood Is Safer",0
"421","2008-01-17","She's Dying - Quick, Better Overnight Those $500 Sheets",0
"422","2008-01-17","Quarterly Income Slips at JPMorgan, Ending Record Year but Hinting at Concerns",-0.111111111111111
"423","2008-01-17","Disease or Not, the Pain Is Very Real",-0.333333333333333
"424","2008-01-17","Paid Notice: Deaths   HUTTER, PHILIP",-0.2
"425","2008-01-17","For Bedroom and Nursery, Arresting Patterns and Colors That Calm",0.166666666666667
"426","2008-01-18","Traffic Helps Continental Post a Profit",0.2
"427","2008-01-18","A Little Midday Music and Where to Find It",0
"428","2008-01-18","Staten Island Ferry and Staten Island Railway",0
"429","2008-01-18","MAVIS STAPLES",0.5
