"","main","kicker","section_name","pub_date"
"923","Coastal Residents Get Lesson in New Math of Homeowner Policies","OUTLOOK 1999: MARKETS & INVESTING -- INSURANCE","Business","1999-01-04"
"924","The Long Arm of the Ruble","OUTLOOK 1999: INTERNATIONAL -- 1998 HIGHLIGHTS","Business","1999-01-04"
"927","Companies Prepare for Year 2000","OUTLOOK 1999: MEDIA & TECHNOLOGY","Technology; Business","1999-01-04"
"928","U.S Role as World Savior: A Delicate Balancing Act","OUTLOOK 1999: ECONOMY & INDUSTRY -- BAILOUTS","Business; Washington","1999-01-04"
"930","Microsoft Battles a Bevy of Foes","OUTLOOK 1999: MEDIA & TECHNOLOGY -- 1998 HIGHLIGHTS","Technology; Business","1999-01-04"
"932","Investors Study Drug Pipelines for the Next Blockbuster Medicine","OUTLOOK 1999: ECONOMY & INDUSTRY -- PHARMACEUTICALS","Health; Business","1999-01-04"
"939","Riding to a Hedge Fund's Rescue","OUTLOOK 1999: MARKETS & INVESTING -- 1998 HIGHLIGHTS","Business","1999-01-04"
"941","Bring on the Bubbly","OUTLOOK 1999: INTERNATIONAL -- 1998 HIGHLIGHTS","Business","1999-01-04"
"943","Turning Financial Dialects Into a Common Language","OUTLOOK 1999: MARKETS & INVESTING -- ACCOUNTING","Business","1999-01-04"
"944","Bracing for Another Year of Reckoning, Amid a Few Hints of Change","OUTLOOK 1999: INTERNATIONAL -- JAPAN","Business","1999-01-04"
"947","After $2.5 Trillion in Combinations in 1998, the Sky's the Limit in 1999","OUTLOOK 1999: ECONOMY & INDUSTRY -- MERGERS","Business","1999-01-04"
"955","Decent Showing, and Maybe an Encore","OUTLOOK 1999: MARKETS & INVESTING -- BONDS","Business","1999-01-04"
"959","Good News for Consumers Is Bad for Many Exporters","OUTLOOK 1999: MARKETS & INVESTING -- COMMODITIES","Business","1999-01-04"
"961","Car Makers Predict Strong Sales This Year","OUTLOOK 1999: ECONOMY & INDUSTRY -- AUTOMOBILES","Business","1999-01-04"
"962","How the U.S. Consumer Feels . . . and How the Economy Is Doing","OUTLOOK 1999: ECONOMY & INDUSTRY","Business","1999-01-04"
"968","Waiting and Still Waiting for a Computing Vision to Materialize","OUTLOOK 1999: MEDIA & TECHNOLOGY -- WIRELESS SYSTEMS","Technology; Business","1999-01-04"
"969","Financial Institutions Are Going the One-Stop-Shopping Route","OUTLOOK 1999: ECONOMY & INDUSTRY -- BANKING","Business","1999-01-04"
"970","Publications Are Trying New Techniques to Win Over Loyal Readers","OUTLOOK 1999: MEDIA & TECHNOLOGY -- NEWSPAPERS","Business","1999-01-04"
"974","Price Rises Ahead for Road Warriors","OUTLOOK 1999: INTERNATIONAL -- TRAVEL","Business","1999-01-04"
"978","As Big Stocks Whiz Along, Hope Exceeds Returns in the Small-Cap Universe","OUTLOOK 1999: MARKETS & INVESTING","Business","1999-01-04"
"979","Mustering a Whistle in a Graveyard Economy","OUTLOOK 1999: INTERNATIONAL -- RUSSIA","Business","1999-01-04"
"981","Snaring a Piece of the Net","OUTLOOK 1999: MARKETS & INVESTING -- 1998 HIGHLIGHTS","Technology; Business","1999-01-04"
"985","How to Spend a Long-Sought Surplus","OUTLOOK 1999: ECONOMY & INDUSTRY -- THE BUDGET","Business","1999-01-04"
"988","2 Industries Unite to Pave the Way for High-Speed Internet Access","OUTLOOK 1999: MEDIA & TECHNOLOGY -- TELECOMMUNICATIONS","Technology; Business","1999-01-04"
"989","A Marriage Maelstrom Industrywide, as the High-Technology Plot Thickens","OUTLOOK 1999: MEDIA & TECHNOLOGY -- PUBLISHING","Technology; Business; Books","1999-01-04"
"994","Chips Are Hidden in Washing Machines, Microwaves and Even Reservoirs","OUTLOOK 1999: MEDIA & TECHNOLOGY","Technology; Business","1999-01-04"
"998","China Thrives, but Critical Year Lies Ahead","OUTLOOK 1999: INTERNATIONAL -- CHINA","Business","1999-01-04"
"1008","Imperial Chemical's Sale of Unit Collapses","INTERNATIONAL BUSINESS","Business","1999-01-05"
"1011","BUSINESS DIGEST",NA,"Business","1999-01-05"
"1017","BBDO West Names New Executive","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1999-01-05"
"1018","COMPANY BRIEFS",NA,"Business","1999-01-05"
"1022","Key Rates","THE MARKETS","Business","1999-01-05"
"1024","About the Euro",NA,"Corrections; Editors' Notes; Business","1999-01-05"
"1026","Suit in Liz Claiborne Dispute Is Given Class-Action Status",NA,"Business","1999-01-05"
"1055","Network Solutions Planning Stock Split and an Offering",NA,"Business","1999-01-05"
"1058","Fallon McElligott tries to shore up its New York operations with a new top management team.","THE MEDIA BUSINESS: ADVERTISING","Business","1999-01-05"
"1066","Intuit's Chief Urges Division of Microsoft",NA,"Technology; Business","1999-01-05"
"1071","Stocks Begin the Year Mixed, as Technology Issues Dominate","THE MARKETS: STOCKS","Business","1999-01-05"
"1072","Enthusiasm for New Currency Varies","INTERNATIONAL BUSINESS","Business","1999-01-05"
"1075","3% Drop in Sales Of Licensed Goods","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1999-01-05"
"1078","Old Anchors Seek to Rescue ABC Mornings","THE MEDIA BUSINESS","Business","1999-01-05"
"1079","Diversity Survey For the Industry","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1999-01-05"
"1083","THE MARKETS: Market Place; Bell Atlantic and Airtouch Stocks Slip on Uncertainty Over Merger",NA,"Technology; Business","1999-01-05"
"1087","Merger Rumors Abound at Big Auto Show",NA,"Business","1999-01-05"
"1099","New Rival Arrives, but Dollar Is Still the World's Champion","INTERNATIONAL BUSINESS","Business","1999-01-05"
"1121","On-Line Giant May Link To CBS News","THE MEDIA BUSINESS","Technology; Business","1999-01-05"
"1138","THE MARKETS: COMMODITIES",NA,"Business","1999-01-05"
"1142","THE MARKETS: CURRENCIES",NA,"Business","1999-01-05"
"1150","People","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1999-01-05"
"1164","Without a Hitch, the Euro Opens To Trading in World Marketplace","INTERNATIONAL BUSINESS","Technology; Front Page; Business","1999-01-05"
"1177","Now, Midsize Is Beautiful; Cincinnati Exemplifies the Cities Driving the U.S. Economy",NA,"Business","1999-01-05"
"1218","Business Travel; Many of those headed to Europe are a bit bewildered about coping with the euro.",NA,"Business","1999-01-06"
"1241","Pricing at Issue As U.S. Finishes Microsoft Case",NA,"Technology; Business","1999-01-06"
"1243","A man of more than one hat finds he likes an unconventional arrangement with Quaker State.","THE MEDIA BUSINESS: ADVERTISING","Business","1999-01-06"
"1255","INTERNATIONAL BUSINESS: The Japan Inc. That Can't Say No; Overcapacity in Manufacturing Sector Slows Recovery",NA,"Business","1999-01-06"
"1256","New iMac's Are Introduced Along With $100 Price Cut",NA,"Technology; Business","1999-01-06"
"1260","Economists Reject Notion Of Stock Market 'Bubble'",NA,"Business","1999-01-06"
"1267","Top British Wireless Carrier Joins Battle to Acquire Airtouch","INTERNATIONAL BUSINESS","Technology; Business","1999-01-06"
"1271","BUSINESS DIGEST",NA,"Business","1999-01-06"
"1279","People","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1999-01-06"
"1297","THE MARKETS: COMMODITIES",NA,"Business","1999-01-06"
"1298","3 Appointments Made at Distribution Unit of Times Co.","THE MEDIA BUSINESS","Business","1999-01-06"
"1303","COMPANY BRIEFS",NA,"Business","1999-01-06"
"1306","Texaco Is Said To Set Payment Over Sex Bias",NA,"Business","1999-01-06"
"1319","Thompson Revamps Office in New York","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1999-01-06"
"1324","Key Rates","THE MARKETS","Business","1999-01-06"
"1339","Chupa Chups USA Hires Richards","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1999-01-06"
"1351","Cadence Raises Quickturn Offer",NA,"Business","1999-01-06"
"1357","THE MARKETS: CURRENCIES",NA,"Business","1999-01-06"
"1358","Shares Record Big Gains, Paced by Technology Issues","THE MARKETS: STOCKS & BONDS","Business","1999-01-06"
"1385","Aggressive Competitor Outside of Britain","INTERNATIONAL BUSINESS","Technology; Business","1999-01-06"
"1393","AT&T Wins At Home Deal and a Foothold as a Data Carrier",NA,"Technology; Business","1999-01-06"
"1412","Hewlett-Packard Plans Inexpensive Printers",NA,"Technology; Business","1999-01-06"
"1413","THE MARKETS: Market Place; Under Pressure, Kellogg Speeds a Shift at the Top",NA,"Health; Business","1999-01-06"
"1421","Robert Kirby, 80, Former Chief Who Helped Save Westinghouse",NA,"Business; Obituaries","1999-01-06"
"1432","Key Rates","THE MARKETS","Business","1999-01-07"
"1461","Teen People to Start National Campaign","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1999-01-07"
"1463","Auto Industry Finds Surprises At the End of a Rainbow Year",NA,"Business","1999-01-07"
"1475","An Order for Airbus Hits Its Rival, Boeing, Close to Home","INTERNATIONAL BUSINESS","Business","1999-01-07"
"1490","Dow and the Other Leading Gauges Advance to Highs","THE MARKETS: STOCKS & BONDS","Business","1999-01-07"
"1491","BUSINESS DIGEST",NA,"Business","1999-01-07"
"1498","THE MARKETS: Market Place; A Robust Start To '99 Dazzles Stock Investors",NA,"Business","1999-01-07"
"1499","Northrop to Take a Charge; Profits Seen Below Analyst Forecasts",NA,"Business","1999-01-07"
"1500","The Great Pork Gap; Hog Prices Have Plummeted. Why Haven't Store Prices?",NA,"Business","1999-01-07"
"1504","Financiers Plan To Put Controls On Derivatives",NA,"Business","1999-01-07"
"1510","MINDSPRING IS IN $245 MILLION DEAL WITH ICG","COMPANY NEWS","Business","1999-01-07"
"1521","Bell Atlantic Seeks to Show Its System Is Open to Rivals",NA,"Technology; Business","1999-01-07"
"1536","The N.B.A. Finally Returns and Marketers Yawn","THE MEDIA BUSINESS: ADVERTISING","Business","1999-01-07"
"1560","THE MARKETS: COMMODITIES",NA,"Business","1999-01-07"
"1562","Cisco Planning a Multimedia Network",NA,"Technology; Business","1999-01-07"
"1567","New Lowe Executive Is Leaving Agency","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1999-01-07"
"1572","As Stocks Rise on the Continent, Euro Falls Against the Dollar","THE MARKETS: CURRENCIES","Business","1999-01-07"
"1579","Disney Plans to Reduce Chairman's Bonus",NA,"Business","1999-01-07"
"1598","Microsoft Presses Its View About Rivals' 3-Way Deal",NA,"Technology; Business","1999-01-07"
"1618","LVMH Moet Increases Its Stake in Gucci","INTERNATIONAL BUSINESS","Business","1999-01-07"
"1629","Airtouch Now Tries to Pick the Best Partner",NA,"Technology; Business","1999-01-07"
"1669","Distributor Accuses Coca-Cola Enterprises of Fraud",NA,"Business","1999-01-07"
"1674","COMPANY BRIEFS",NA,"Business","1999-01-07"
"1688","Brazilian Stocks Fall Sharply After State Threatens Default","INTERNATIONAL BUSINESS","Business","1999-01-08"
"1693","Dairy Group to End Work With Burnett","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1999-01-08"
"1700","MCI Worldcom May Join The Bidding for Airtouch",NA,"Technology; Business","1999-01-08"
"1709","G.M. and Union Are Near Deal on New Plants",NA,"Business","1999-01-08"
"1712","Prosecution Almost Rests in the Microsoft Trial",NA,"Technology; Business","1999-01-08"
"1718","Paul Manheim, 93, Partner At Lehman for Many Years",NA,"Business; Obituaries","1999-01-08"
"1724","THE MARKETS: COMMODITIES",NA,"Business","1999-01-08"
"1739","Boeing Received Orders for 656 Planes in '98",NA,"Business","1999-01-08"
"1744","Clinton Takes A Middle Path On Steel Curbs","INTERNATIONAL BUSINESS","Business","1999-01-08"
"1755","17 Syllables to Share, And a Captive Audience",NA,"Technology; Business","1999-01-08"
"1763","Bank of England Cuts a Key Interest Rate","INTERNATIONAL BUSINESS","Business","1999-01-08"
"1769","Dow Recovers From an Early Slide to Close Down 7.21, to 9,537.76","THE MARKETS: STOCKS & BONDS","Business","1999-01-08"
"1789","BUSINESS DIGEST",NA,"Business","1999-01-08"
"1794","In the End, Most Retailers Had a Happy Holiday",NA,"Business","1999-01-08"
"1814","John Lennon's Sketches Find an Innovative Outlet","THE MEDIA BUSINESS: ADVERTISING","Business","1999-01-08"
"1820","Key Rates","THE MARKETS","Business","1999-01-08"
"1822","Times Makes Appointment",NA,"Business","1999-01-08"
"1857","COMPANY BRIEFS",NA,"Business","1999-01-08"
"1860","Some H.M.O.'s Plan Limited Coverage for New Arthritis Drug",NA,"Health; Business","1999-01-08"
"1863","Amazon.com Is Adding A Warehouse",NA,"Business; Books","1999-01-08"
"1880","THE MARKETS: Market Place; Wall St. Firms Nimbly Handle A Hard Quarter",NA,"Business","1999-01-08"
"1888","Chicago Options Exchange Ends Merger Plan",NA,"Technology; Business","1999-01-08"
"1889","THE MARKETS: CURRENCIES",NA,"Business","1999-01-08"
"1931","Charles Francis Adams, 88, Former Chairman of Raytheon",NA,"Business; Obituaries","1999-01-09"
"1936","INTERNATIONAL BUSINESS: Sinking in Buoyant Waters; Meanwhile, Euro Sails Through Week",NA,"Business","1999-01-09"
"1938","Sinking in Buoyant Waters","INTERNATIONAL BUSINESS: CURRENCIES","Business","1999-01-09"
"1940","Surging Internet Stock's Trading Halted for a Time",NA,"Technology; Business","1999-01-09"
"1953","Asian Stocks Take a Rest From a Dizzying Rally","INTERNATIONAL BUSINESS","Business","1999-01-09"
"1962","Stocks Take A Wild Rise To New Highs","THE MARKETS: STOCKS & BONDS","Business","1999-01-09"
"1966","THE MARKETS: COMMODITIES",NA,"Business","1999-01-09"
"1969","HIRING LAST MONTH KEPT A BRISK PACE",NA,"Front Page; Business","1999-01-09"
"1972","MCI Won't Make Bid for Airtouch",NA,"Technology; Business","1999-01-09"
"1976","Zalman C. Bernstein, 72, Iconoclastic Broker",NA,"Business; Obituaries","1999-01-09"
"1983","AT&T Alters A Key Term In TCI Deal",NA,"Technology; Business","1999-01-09"
"1986","Key Rates","THE MARKETS","Business","1999-01-09"
"1992","BUSINESS DIGEST",NA,"Business","1999-01-09"
"2021","COMPANY BRIEFS",NA,"Business","1999-01-09"
"2031","Hyundai Announces Plan To Sell 11 of Its Affiliates","INTERNATIONAL BUSINESS","Business","1999-01-09"
"2032","MENTOR GRAPHICS ABRUPTLY DROPS QUICKTURN BID","COMPANY NEWS","Business","1999-01-09"
"2057","JANE RINZLER BUCKINGHAM","ON MY ... DESK","Business","1999-01-10"
"2072","4 Who Found a 4th-Quarter Feast","MUTUAL FUNDS REPORT","Business","1999-01-10"
"2077","Tipping the Teachers",NA,"Education; Business; Opinion","1999-01-10"
"2079","Business & Investing; Buying In to 'Communicopia,' a Rich New Data Landscape",NA,"Technology; Business","1999-01-10"
"2083","The Promotion That Wasn't","WORKING","Business","1999-01-10"
"2088","Mortgage Tax Break: Who Gets What",NA,"Business","1999-01-10"
"2094","DataBank; Stocks Catch Fire in the New Year",NA,"Business","1999-01-10"
"2110","Dreaming the Impossible Dream",NA,"Business","1999-01-10"
"2116","Avoiding the Worms When Bobbing for Overseas Investments","MUTUAL FUNDS REPORT","Business","1999-01-10"
"2119","Room in the Boardroom","PERSONAL BUSINESS: DIARY","Business","1999-01-10"
"2129","Private Sector; Still, He Risked Getting Wet",NA,"Movies; Business","1999-01-10"
"2145","Retirement-Happy Funds","MUTUAL FUNDS REPORT: FUNDS WATCH","Business","1999-01-10"
"2161","For the Fed, a Sideshow Takes Center Ring","ECONOMIC VIEW","Business","1999-01-10"
"2165","Private Sector; This Is No Pie-in-the-Sky Concept",NA,"Technology; Business","1999-01-10"
"2172","Saying No to Summer Panic Brings a Winter of Content","MUTUAL FUNDS REPORT","Business","1999-01-10"
"2174","Private Sector; Keeping Cool in a Pressure Cooker",NA,"Business","1999-01-10"
"2178","For Small Businesses, Credit Cards Are Handy","PERSONAL BUSINESS: DIARY","Business","1999-01-10"
"2209","Correction",NA,"Corrections; Business","1999-01-10"
"2251","What's in a Fund Name? In Japan, a Dead Italian","BUSINESS & INVESTING: DIARY","Business","1999-01-10"
"2269","Off the Urban Rust Heap, a Factory Goes to Work",NA,"Business","1999-01-10"
"2280","Private Sector; High Over Manhattan, A Downbeat Farewell",NA,"Business","1999-01-10"
"2288","The Military Mind-Set",NA,"Science; Technology; Business; Opinion","1999-01-10"
"2310","Go Team! And Other Familiar Cheers","OFF THE SHELF","Business; Books","1999-01-10"
"2322","MUTUAL FUNDS REPORT: To Beat the Market, Hire a Philosopher; Bill Miller Rethinks Value, and Keeps Thumping the S. & P.",NA,"Business","1999-01-10"
"2325","Private Sector; A Lot of Money Is Going to the Dogs",NA,"Business","1999-01-10"
"2332","Yes, Those Junk-Bond Funds Are Still Cheap, but Go on Tiptoes","MUTUAL FUNDS REPORT","Business","1999-01-10"
"2347","My Account Statement Is Better Than Yours","MUTUAL FUNDS REPORT","Business","1999-01-10"
"2353","Personal Business; Collectors Are Going Hollywood",NA,"Movies; Business","1999-01-10"
"2354","Personal Business; Some Credit For Those Who Must Give Care",NA,"Health; Business","1999-01-10"
"2384","These Pilots See a Bumpy Flight","MUTUAL FUNDS REPORT","Business","1999-01-10"
"2462","Joining the Fray, More Funds by Blacks, of Blacks and for Blacks","MUTUAL FUNDS REPORT","Business","1999-01-10"
"2470","Joining the Fray, More Funds by Blacks, of Blacks and for Blacks","MUTUAL FUNDS REPORT","Business","1999-01-10"
"2486","From Conservative Steps, Liberal Gains","MUTUAL FUNDS REPORT: STRATEGIES","Business","1999-01-10"
"2493","Funny, They Don't Look Like Fat Cats",NA,"Business","1999-01-10"
"2524","In France, It's Zone Euro, Oui; Euroland, Non.","BUSINESS & INVESTING: DIARY","Business","1999-01-10"
"2538","Media Talk; Golden Books Misses Out On Happily Ever After",NA,"Business","1999-01-11"
"2542","Crane Suit Against Coltec May Alter Merger Strategies",NA,"Business","1999-01-11"
"2556","Pace to Acquire Green Advertising","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1999-01-11"
"2568","People","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1999-01-11"
