"","main","kicker","section_name","pub_date"
"458","Corrections",NA,"Corrections; Business","2000-01-02"
"470","Was He Wiser Than the Wise Guys?",NA,"Business","2000-01-02"
"472","Growing, And Not Just in Wheelbase","VICARIOUS CONSUMPTION","Business","2000-01-02"
"481","The Private Roads to Riches","THE BUSINESS WORLD","Business","2000-01-02"
"526","Siblings, and a Rivalry","PRIVATE SECTOR","Technology; Business","2000-01-02"
"554","Holiday Lessons In Online Retailing",NA,"Technology; Business","2000-01-02"
"568","Is Indexing Losing Its Allure?","INVESTING: FUNDS WATCH","Business","2000-01-02"
"571","IN MY . . . BRIEFCASE: THOMAS J. DONOHUE",NA,"Business","2000-01-02"
"600","Gravity and the I.R.S. May Tug at Markets","DATABANK: DATES","Business","2000-01-02"
"601","Treating Diamonds",NA,"Business; Opinion","2000-01-02"
"605","The Pressure on Unions",NA,"Business; Opinion","2000-01-02"
"607","Business to Business, Now an Internet Play","INVESTING","Technology; Business","2000-01-02"
"614","The Fantasy and the Fact Of New Stock Offerings","STRATEGIES","Business","2000-01-02"
"678","TECHNOLOGY: Out on a Limb as Technologies Converge; Music Industry Faces A Digital Reckoning",NA,"Business","2000-01-03"
"688","Asian Exchanges Ushering In A Smooth Start to the Century","THE YEAR 2000: THE MARKETS","Business","2000-01-03"
"689","St. Petersburg Times Debt Is Paid Back by Its Parent",NA,"Business","2000-01-03"
"692","MEDIA: Gambling Heavily on the Tried and the True; Primedia Ready to Polish 'A Diamond in the Rough'",NA,"Business","2000-01-03"
"700","A Capitalist Venturing in the World of Computers and Religion",NA,"Business","2000-01-03"
"701","An Editor's Heavy Load In Reshaping Harper's Bazaar","MEDIA","Business","2000-01-03"
"709","MEDIA: Gambling Heavily on the Tried and the True; Hearst Magazines Puts Its Faith in Oprah Inc.",NA,"Business","2000-01-03"
"710","Hitting It Big","THE YEAR IN THE MARKETS: 1999 HIGHLIGHTS","Business","2000-01-03"
"711","Digital Commerce; An unregulated Internet may be exaggerating the movements on globalized, fluid financial markets.",NA,"Business","2000-01-03"
"712","MEDIA: Gambling Heavily on the Tried and the True; Sea of Media Scrutiny Grows Even More Crowded",NA,"Business","2000-01-03"
"713","Credit Offerings This Week",NA,"Business","2000-01-03"
"714","TECHNOLOGY: Out on a Limb as Technologies Converge; A Merger Sets Off An Information Rush",NA,"Business","2000-01-03"
"718","New Tools For the I.R.S. To Sniff Out Tax Cheats",NA,"Business","2000-01-03"
"719","This Year's Big Bets; The Gambles to Watch In Infotech and Media",NA,"Business","2000-01-03"
"721","1999: Extraordinary Winners and More Losers","THE YEAR IN THE MARKETS","Business","2000-01-03"
"724","Stock Offerings This Week",NA,"Business","2000-01-03"
"729","MEDIA: Gambling Heavily on the Tried and the True; New Channel for Women Is Moving Ahead",NA,"Business","2000-01-03"
"731","TECHNOLOGY: Out on a Limb as Technologies Converge; One Step Forward, One Back For Internet Names Panel",NA,"Business","2000-01-03"
"735","BUSINESS DIGEST",NA,"Business","2000-01-03"
"739","Company's Secrecy Inspires Guessing","TECHNOLOGY","Business","2000-01-03"
"746","MEDIA: Gambling Heavily on the Tried and the True; Three Ad Giants Plan to Join Forces",NA,"Business","2000-01-03"
"749","AT&T's High-Stakes Gamble on Interactive Cable Television","TECHNOLOGY","Business","2000-01-03"
"751","At 3 Times a Week, Will ABC's Millionaire Show Be Too Much of a Great Thing","MEDIA","Business","2000-01-03"
"760","As You Like It","THE YEAR IN THE MARKETS: 1999 HIGHLIGHTS","Business","2000-01-03"
"764","For Year 2000 Fix-It Crew, New Tasks or No Jobs","THE YEAR 2000: THE WORKERS","Front Page; Business","2000-01-03"
"768","A Second Chance for Some Authors","MEDIA","Business","2000-01-03"
"772","Patents; Bar coding of medication may help hospitals and patients prevent many accidental deaths.",NA,"Business","2000-01-03"
"775","Miscellany","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-03"
"777","Foreign Stocks Outperformed U.S. Equities","THE YEAR IN THE MARKETS","Business","2000-01-03"
"780","Dividend Meetings",NA,"Business","2000-01-03"
"781","TECHNOLOGY: Out on a Limb as Technologies Converge; True Believers Push Satellite Telephones",NA,"Business","2000-01-03"
"782","The Race to Underwrite Nearly Sets a Record","THE YEAR IN THE MARKETS","Business","2000-01-03"
"792","Internet Pioneer to Be Named Top F.C.C. Technologist",NA,"Business","2000-01-03"
"794","Can Microsoft Make Its Mark On the Web?","TECHNOLOGY","Business","2000-01-03"
"797","TECHNOLOGY: Out on a Limb as Technologies Converge; Republicans Wrangle Over Internet Taxation",NA,"Business","2000-01-03"
"799","A Cassandra With No Regrets, And Besides, It Is Not Over Yet","THE YEAR 2000: THE ORACLE","Business","2000-01-03"
"803","E-Commerce Report; Traditional manufacturers are grappling with the pros and cons of direct sales on the Internet.",NA,"Business","2000-01-03"
"807","Israeli Bank Chief to Stay On Another Week",NA,"Business","2000-01-03"
"818","MEDIA: Gambling Heavily on the Tried and the True; A Film's Startling Budget Is Defended by Disney",NA,"Business","2000-01-03"
"828","The Ring of Real Money","THE YEAR IN THE MARKETS: 1999 HIGHLIGHTS","Business","2000-01-03"
"834","New Campaigns Geared to Parents Replace Stodgy With Cool","THE MEDIA BUSINESS: ADVERTISING","Business","2000-01-03"
"835","Economic Calendar",NA,"Business","2000-01-03"
"837","Still Thirsty","THE YEAR IN THE MARKETS: 1999 HIGHLIGHTS","Business","2000-01-03"
"846","TECHNOLOGY: Out on a Limb as Technologies Converge; 'E-Conversion' Paying Early Dividends at Oracle",NA,"Business","2000-01-03"
"849","People","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-03"
"863","Treasury Prices Fall Amid Concern Fed Will Raise Rates","THE MARKETS: BONDS","Business","2000-01-04"
"888","Brazil Having Second Thoughts About Foreign Bank Inroads","INTERNATIONAL BUSINESS","Business","2000-01-04"
"897","BUSINESS DIGEST",NA,"Business","2000-01-04"
"900","Wal-Mart Lowers Its Prices At Stores Across Germany","INTERNATIONAL BUSINESS","Business","2000-01-04"
"905","KOREAN ECONOMIC UNION PROPOSED","WORLD BUSINESS BRIEFING: ASIA","Business","2000-01-04"
"906","A struggling J. C. Penney begins a search for a new agency to handle its $110 million account.","THE MEDIA BUSINESS: ADVERTISING","Business","2000-01-04"
"910","Humana Quarterly Charge Will Result in Loss in 1999",NA,"Health; Business","2000-01-04"
"931","Accounts","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-04"
"942","People","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-04"
"954","THE MARKETS: Market Place; Growing Number of Companies Choose Not to Offer Dividends",NA,"Front Page; Business","2000-01-04"
"957","COMPANY BRIEFS",NA,"Business","2000-01-04"
"962","THE MARKETS: COMMODITIES",NA,"Business","2000-01-04"
"964","From the Pipeline To the Courtroom; Gap on BP Amoco-ARCO Deal Is Wide",NA,"Business","2000-01-04"
"968","Few Year 2000 Flaws",NA,"Front Page; Business","2000-01-04"
"981","A Good Year for Family Fireworks Company",NA,"Business","2000-01-04"
"983","Stocks Begin The New Year On Mixed Note","THE MARKETS: STOCKS","Business","2000-01-04"
"986","THE MARKETS: CURRENCIES",NA,"Business","2000-01-04"
"995","Under Legal Attack, H.M.O.'s Face a Supreme Court Test",NA,"Front Page; Health; Business","2000-01-04"
"997","Mindful of Its Public Image, Coke Strives to Retain Black Executive",NA,"Business","2000-01-04"
"1043","Interpublic Acquires Casanova Pendrill","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-04"
"1048","Few Year 2000 Glitches Are Reported on First Working Day",NA,"Business","2000-01-04"
"1049","Honors","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-04"
"1054","MEXICO BREWER RAISES PRICES","WORLD BUSINESS BRIEFING: AMERICAS","Business","2000-01-04"
"1081","Key Rates","THE MARKETS","Business","2000-01-04"
"1097","Ex-Chief of United Way Owed $4.2 Million",NA,"Business","2000-01-05"
"1100","THE MARKETS: CURRENCIES",NA,"Business","2000-01-05"
"1114","THE MARKETS: Market Place -- Hail to the Fed Chief (for Now, at Least); Can Greenspan Maintain Investor Support if the Economy Sputters?",NA,"Business","2000-01-05"
"1141","Henry Fowler Is Dead at 91; Former Treasury Secretary",NA,"Business; Obituaries","2000-01-05"
"1150","Kellogg hopes that health-conscious women will want to have breakfast with Cindy Crawford.","THE MEDIA BUSINESS: ADVERTISING","Business","2000-01-05"
"1161","FORD LOOKS HARDER AT DAEWOO","WORLD BUSINESS BRIEFING: ASIA","Business","2000-01-05"
"1163","Computer Technicians Learn They Are Indispensable Parts",NA,"Front Page; Business","2000-01-05"
"1164","BUSINESS DIGEST",NA,"Business","2000-01-05"
"1166","First Listen, Then Teach","THE BOSS","Business","2000-01-05"
"1169","GREENSPAN NAMED TO A FOURTH TERM AS FED CHAIRMAN",NA,"Front Page; Business","2000-01-05"
"1180","Land Rover Puts Account in Review","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-05"
"1185","To Spur Market Share, G.M. Offers Coupons",NA,"Business","2000-01-05"
"1188","Securities Dealers Group Approves Plan to Sell Nasdaq Stake",NA,"Business","2000-01-05"
"1190","Attacks on Encryption Code Raise Questions About Computer Vulnerability",NA,"Business","2000-01-05"
"1196","A Chinese Leader Talks of Growth Around 7% This Year","INTERNATIONAL BUSINESS","Business","2000-01-05"
"1207","STOCK PRICES DROP IN U.S. AND EUROPE","THE MARKETS: STOCKS","Front Page; Business","2000-01-05"
"1217","Sears Expects Robust Earnings, But Analysts Doubt a Recovery",NA,"Business","2000-01-05"
"1219","THE MARKETS: COMMODITIES",NA,"Business","2000-01-05"
"1230","Papa John's Ordered To Pay Pizza Hut","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-05"
"1244","Key Rates","THE MARKETS","Business","2000-01-05"
"1245","Accounts","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-05"
"1247","Chief Leaves Software Maker While Company Projects a Loss","INTERNATIONAL BUSINESS","Business","2000-01-05"
"1248","COMPANY BRIEFS",NA,"Business","2000-01-05"
"1258","Coke's Top Black Executive Given New Oversight Role",NA,"Business","2000-01-05"
"1259","NEWSPRINT PRICE INCREASE PLANNED","WORLD BUSINESS BRIEFING: AMERICAS","Business","2000-01-05"
"1279","ANGLO AMERICAN BUYS ZIMBABWE MINE","WORLD BUSINESS BRIEFING: AFRICA","Business","2000-01-05"
"1280","People","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-05"
"1286","TELECOM VENTURE SHAKEUP","WORLD BUSINESS BRIEFING: AMERICAS","Business","2000-01-05"
"1288","If Plato Ran His In-Law's Insurance Company...","MANAGEMENT","Business","2000-01-05"
"1296","Business Travel; Expedia.com, facing increased competition, has made it easier to browse for air fares and hotels.",NA,"Business","2000-01-05"
"1316","Web Stock Adviser Is Accused of Fraud In Lawsuit by S.E.C.",NA,"Front Page; Business","2000-01-06"
"1318","THE MARKETS: COMMODITIES",NA,"Business","2000-01-06"
"1322","Rally Ends Abruptly in Asia As Stock Markets Plummet","INTERNATIONAL BUSINESS","Business","2000-01-06"
"1327","Walter Galenson, 85, Economist; Wrote Books on Labor History",NA,"Business; Obituaries","2000-01-06"
"1343","ECUADOR RULES OUT FREEZE","WORLD BUSINESS BRIEFING: AMERICAS","Business","2000-01-06"
"1345","Accounts","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-06"
"1351","Mannesmann Again Attacks Vodafone, Its Unwanted Suitor","INTERNATIONAL BUSINESS","Business","2000-01-06"
"1358","Leading Financial Services Companies Form Lobbying Group",NA,"Business","2000-01-06"
"1363","Radio Squeezes Empty Air Space for Profit","THE MEDIA BUSINESS: ADVERTISING","Front Page; Business","2000-01-06"
"1364","Gateway Says Earnings Will Drop Below Analysts' Expectations",NA,"Business","2000-01-06"
"1370","COMPANY BRIEFS",NA,"Business","2000-01-06"
"1372","Market Analyst Concedes Recession Forecast Was Off",NA,"Business","2000-01-06"
"1383","Car and Truck Sales in 1999 Set U.S. Record",NA,"Business","2000-01-06"
"1388","Japan's Investors Become Bullish On Merrill Lynch; Focus on the Personal Touch",NA,"Business","2000-01-06"
"1404","CHINA INTERNET POLICY","WORLD BUSINESS BRIEFING: ASIA","Business","2000-01-06"
"1405","James Ottaway Sr., 88, Executive Who Started Newspaper Chain",NA,"Business; Obituaries","2000-01-06"
"1417","THE MARKETS: Market Place; Amazon Stock Falls on Less-Than-Spectacular Revenue Forecast",NA,"Business","2000-01-06"
"1424","Jobs Drops 'Interim' From Title at Apple",NA,"Business","2000-01-06"
"1431","Marc USA to Acquire Promotional Business","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-06"
"1435","Top Executive Quits Penguin To Take Over AOL Division",NA,"Business","2000-01-06"
"1463","Dow Gains 124 Points, Ending Slide; Treasury Prices Fall","THE MARKETS: STOCKS & BONDS","Business","2000-01-06"
"1465","THE MARKETS: CURRENCIES",NA,"Business","2000-01-06"
"1473","BRAZIL PRODUCTION WEAKENS","WORLD BUSINESS BRIEFING: AMERICAS","Business","2000-01-06"
"1486","BUSINESS DIGEST",NA,"Business","2000-01-06"
"1490","TRADE DEAL JEOPARDIZED","WORLD BUSINESS BRIEFING: AFRICA","Business","2000-01-06"
"1491","Michelin Has Awarded Its Marketing Account","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-06"
"1500","Key Rates","THE MARKETS","Business","2000-01-06"
"1503","New Domain Addresses Are Revoked by Internet Name Panel",NA,"Business","2000-01-06"
"1525","Lehman Helps to Reverse A Slide in Financial Stocks",NA,"Business","2000-01-07"
"1528","Key Rates","THE MARKETS","Business","2000-01-07"
"1537","THE MARKETS: COMMODITIES",NA,"Business","2000-01-07"
"1545","THE MARKETS: CURRENCIES",NA,"Business","2000-01-07"
"1549","Investors Flee Technology; Dow Rises and Nasdaq Falls","THE MARKETS: STOCKS","Business","2000-01-07"
"1576","People","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-07"
"1587","Serta Names Doner to Account","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-07"
"1591","Goldman and Kyocera Said to Be Starting Japan Investment Fund","INTERNATIONAL BUSINESS","Business","2000-01-07"
"1595","United takes a warmer, fuzzier course after a campaign unsettles customers and employees.","THE MEDIA BUSINESS: ADVERTISING","Business","2000-01-07"
"1599","FREESERVE SALES RISE","WORLD BUSINESS BRIEFING: EUROPE","Business","2000-01-07"
"1601","Removal Sought of Governor At Indonesia's Central Bank","INTERNATIONAL BUSINESS","Business","2000-01-07"
"1607","BANK'S INTERNET INCENTIVE","WORLD BUSINESS BRIEFING: AMERICAS","Business","2000-01-07"
"1618","BRAZIL CAR SALES","WORLD BUSINESS BRIEFING: AMERICAS","Business","2000-01-07"
"1626","Nike-Made Soccer Jerseys Pulled From German Stores","INTERNATIONAL BUSINESS","Business","2000-01-07"
"1630","Lucent Plunges in After-Hours Trading on Revised Outlook",NA,"Business","2000-01-07"
"1634","COMPANY BRIEF",NA,"Business","2000-01-07"
"1648","Sales of Licensed Items Set Record in 1999","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-07"
"1664","EUROPEAN WEB SITE PLANNED","WORLD BUSINESS BRIEFING: EUROPE","Business","2000-01-07"
"1668","Russian Chief Keeps Plans For Economy Under Wraps",NA,"Business","2000-01-07"
"1671","U.S. PLANTS FOR NATIONAL POWER","WORLD BUSINESS BRIEFING: EUROPE","Business","2000-01-07"
"1679","Microsoft in a Publishing Pact With Barnesandnoble.com","THE MEDIA BUSINESS","Business","2000-01-07"
"1680","It's Boring. It's Ignored. Maybe It's a Good Investment, Too.",NA,"Business","2000-01-07"
"1681","DVD Killed Video's Star; A Digital Step in Making the VCR Obsolete",NA,"Business","2000-01-07"
"1686","ACCOUNTING  FIRM IS SAID TO VIOLATE RULES  ROUTINELY",NA,"Business","2000-01-07"
"1689","BUSINESS DIGEST",NA,"Business","2000-01-07"
"1707","Year 2000 Flaw Found in Credit Software",NA,"Business","2000-01-07"
"1727","DaimlerChrysler Leaving Climate Coalition",NA,"Business","2000-01-07"
"1732","Hunt Adkins Given Internet Work","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-07"
"1747","Shoppers in U.S. Spent Big During the Holiday Season",NA,"Business","2000-01-07"
"1751","CANADA GETS TOUGHER WITH TOBACCO","WORLD BUSINESS BRIEFING: AMERICAS","Business","2000-01-07"
"1755","Equities' Fall Spurs Buying Of Treasuries","THE MARKETS: BONDS","Business","2000-01-07"
"1774","THE MARKETS: COMMODITIES",NA,"Business","2000-01-08"
"1777","DIMINISHED BRAZILIAN INFLATION","WORLD BUSINESS BRIEFING: AMERICAS","Business","2000-01-08"
"1797","STRONG JOB MARKET IN CANADA","WORLD BUSINESS BRIEFING: AMERICAS","Business","2000-01-08"
"1800","MANNESMAN EARNINGS OUTLOOK","WORLD BUSINESS BRIEFING: EUROPE","Technology; Business","2000-01-08"
"1820","The 3 Main U.S. Stock Gauges Rally to End a Turbulent Week","THE MARKETS: STOCKS","Business","2000-01-08"
"1830","ADIDAS TESTING SHIRTS","WORLD BUSINESS BRIEFING: EUROPE","Business","2000-01-08"
"1838","Motivating Investors; Anthony Robbins Makes An Internet Play",NA,"Technology; Business","2000-01-08"
"1840","ISRAELI CENTRAL BANK NOMINEE","WORLD BUSINESS BRIEFING: MIDDLE EAST","Business","2000-01-08"
"1841","COMPANY BRIEFS",NA,"Business","2000-01-08"
"1858","THE MARKETS: CURRENCIES",NA,"Business","2000-01-08"
"1880","Key Rates","THE MARKETS","Business","2000-01-08"
"1901","BUSINESS DIGEST",NA,"Business","2000-01-08"
"1906","STOCK EXCHANGES MAY MERGE","WORLD BUSINESS BRIEFING: AMERICAS","Business","2000-01-08"
"1908","Britain's Granada Says It Is Considering Bids for Media Rivals","INTERNATIONAL BUSINESS","Business","2000-01-08"
"1913","Brazil Group Protests 2 Banks' Free Web Access Plans","INTERNATIONAL BUSINESS","Technology; Business","2000-01-08"
"1921","Morgan Stanley Wins Fight Over Internet Domain Name",NA,"Technology; Business","2000-01-08"
"1926","Timothy Elliott, 51, Advertising Executive",NA,"Business; Obituaries","2000-01-08"
"1927","Growth in Jobs At End of Year Beats Estimates",NA,"Front Page; Business","2000-01-08"
"1932","Coca-Cola Again Shuffles Its Managers",NA,"Business","2000-01-08"
"1933","Rules That Only an Accountant Could Fail to Understand?",NA,"Business","2000-01-08"
"1951","More Town Than Gown, Perhaps","PRIVATE SECTOR","Business; Books","2000-01-09"
"2006","Many Engines Lift Five Portfolios","MUTUAL FUNDS REPORT","Business","2000-01-09"
"2014","Planning Ahead",NA,"Business","2000-01-09"
"2030","Technology Supplies the Sizzle","MUTUAL FUNDS REPORT","Business","2000-01-09"
"2039","Making Stock Cars Family Fare","PRIVATE SECTOR","Business","2000-01-09"
"2059","Facing Hard Choices As the Disabled Age",NA,"Business","2000-01-09"
"2067","When Your Broker Becomes a Burden","MUTUAL FUNDS REPORT","Business","2000-01-09"
"2095","Putting New Money In Emerging Markets Yields Big Winners","MUTUAL FUNDS REPORT","Business","2000-01-09"
"2105","Not Quite Ready for the Big Leagues","BACKSLASH","Technology; Business","2000-01-09"
"2128","Junk E-Mail? No Way. It's Valuable.","PRIVATE SECTOR","Technology; Health; Business","2000-01-09"
"2132","After a Troubled Year for Bonds, a Way to Play the Gap in Yields","MUTUAL FUNDS REPORT","Business","2000-01-09"
"2134","The New York Times Business Best Sellers","BUSINESS/INVESTING","Business; Books","2000-01-09"
"2139","Resisting Those Ugly Americans; Contempt in France for U.S. Funds and Investors",NA,"Business","2000-01-09"
"2155","If Only Managers Knew Then What They Know Now","MUTUAL FUNDS REPORT: STRATEGIES","Business","2000-01-09"
"2170","If It Were Only the Flu Going Around . . .","DATABANK: JANUARY 3 - JANUARY 7","Business","2000-01-09"
"2199","The Exodus Of the Risk Takers","MY MONEY, MY LIFE","Business","2000-01-09"
"2208","Defanging the Great Inflationary Forces","ECONOMIC VIEW","Business","2000-01-09"
"2235","Corporate Gift Etiquette",NA,"Business; Opinion","2000-01-09"
"2238","What if Something Old Is the New New Thing?","MARKET WATCH","Business","2000-01-09"
"2246","Dry Cleaning: Should You Try This at Home?","PERSONAL BUSINESS","Business","2000-01-09"
"2252","The Turmoil Behind the Screen at Value America","BUSINESS/INVESTING","Business","2000-01-09"
"2256","Corporate Gift Etiquette",NA,"Business; Opinion","2000-01-09"
"2271","Bountiful Harvest Seen In Managerial Suites","PERSONAL BUSINESS: DIARY","Business","2000-01-09"
"2280","In This Market, It Seems, No Index Is an Island","BUSINESS/INVESTING: DIARY","Business","2000-01-09"
"2286","The Wrong Number on Lucent","PRIVATE SECTOR","Business","2000-01-09"
"2287","When Ennui Replaces Infatuation","MUTUAL FUNDS REPORT","Technology; Business","2000-01-09"
"2289","Catching the Technology Tsunami to a Robust '99 Finish","MUTUAL FUNDS REPORT","Technology; Business","2000-01-09"
"2300","Reinventing the Variable Annuity, With More Bells and Whistles","MUTUAL FUNDS REPORT","Business","2000-01-09"
"2317","Seeing Fickle Fingers In a Nasdaq Downturn","MARKET INSIGHT","Business","2000-01-09"
"2322","Zero for Zero","BUSINESS/INVESTING: DIARY","Business","2000-01-09"
"2329","What They're Reading","INVESTING","Business","2000-01-09"
"2389","IN MY ... BRIEFCASE",NA,"Business","2000-01-09"
"2408","Freedom of Speech, But Freedom of Chat?","PRIVATE SECTOR","Technology; Business","2000-01-09"
"2442","The Ins and Outs of Stain Removal",NA,"Business","2000-01-09"
"2460","On the Road Again","PERSONAL BUSINESS","Business","2000-01-09"
"2469","For-Profit Web Sites Give New Meaning to Campaign Financing","TECHNOLOGY","Business","2000-01-10"
"2479","E-Commerce Report; Government figures on holiday retail sales won't be help much in assessing the action online.",NA,"Business","2000-01-10"
"2497","Thief Reveals Credit Card Data When Web Extortion Plot Fails",NA,"Front Page; Business","2000-01-10"
"2499","Time's New Voice Sure Whines a Lot; Humor Columnist Gives Weekly A Truly Singular Perspective",NA,"Business","2000-01-10"
"2501","Agencies See a Shakeout on the Horizon for Dot-Com Land","THE MEDIA BUSINESS: ADVERTISING","Business","2000-01-10"
"2517","G.M. and Ford in AOL and Yahoo Deals",NA,"Business","2000-01-10"
"2527","People","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-10"
"2529","Microsoft Aims at RealNetworks in Media-Player Software Duel","TECHNOLOGY","Business","2000-01-10"
"2532","Influx of New Immigrants Found in Silicon Valley",NA,"Business","2000-01-10"
"2543","I.B.M. to Use Linux System In Software For Internet",NA,"Business","2000-01-10"
"2545","Treasury Set to Auction Bills This Week",NA,"Business","2000-01-10"
"2551","Irish Phone Concern May Get Second Offer",NA,"Business","2000-01-10"
"2554","Most Credit Card Issuers Shun Name-a-Price System",NA,"Business","2000-01-10"
"2556","MediaTalk; Writer Fights Subpoena in Sheppard Case",NA,"Business","2000-01-10"
"2557","Snyder Executive Opens an Agency","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-10"
"2563","A Creative Director Appointed By WPP","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-10"
"2566","Internet Shows Signs of Becoming Top Marketplace in the Book Business","MEDIA","Business","2000-01-10"
"2568","Equity Issues This Week",NA,"Business","2000-01-10"
"2569","Patents; A new trademark policy provides more weapons in the defense of Internet domain names.",NA,"Business","2000-01-10"
"2585","Pro Bono Accounts","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-10"
"2588","Alternative Press Takes on a New Gloss","MEDIA","Business","2000-01-10"
"2589","New Coca-Cola President Fills Executive Posts",NA,"Business","2000-01-10"
"2592","Economists Debate Solution for Microsoft Case",NA,"Business","2000-01-10"
"2593","Accounts","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-10"
"2597","Economic Calendar",NA,"Business","2000-01-10"
"2606","Gateway to Use Chips by Advanced Micro",NA,"Business","2000-01-10"
"2614","MediaTalk; Even as an Adult, Mikey Still Likes Life",NA,"Business","2000-01-10"
"2616","Compressed Data; Web Site Offers Help With I.R.S. Penalties",NA,"Business","2000-01-10"
"2618","BUSINESS DIGEST",NA,"Business","2000-01-10"
"2620","Newspaper Promotes Editor Who Criticized Profits Deal",NA,"Business","2000-01-10"
"2621","Dividend Meetings",NA,"Business","2000-01-10"
"2638","THE MARKETS: CURRENCIES",NA,"Business","2000-01-11"
"2644","THE MARKETS: Market Place; AOL Time Warner may inflate Internet stock values even more. Yet its own could falter.",NA,"Technology; Business","2000-01-11"
"2682","Brazil Will Restrict Foreign Ownership of Some Banks","INTERNATIONAL BUSINESS","Business","2000-01-11"
"2693","Takeover May Increase U.S. Control of Internet in Europe","MEDIA MEGADEAL: THE EUROPEAN","Technology; Business","2000-01-11"
"2703","BUSINESS DIGEST",NA,"Business","2000-01-11"
"2705","COMPANY BRIEFS",NA,"Business","2000-01-11"
"2706","Luce's Magazine Was First Information 'Portal'","MEDIA MEGADEAL: THE HISTORY","Technology; Business","2000-01-11"
"2719","Leading Time Warner's Digital Makeover","MEDIA MEGADEAL: THE GAMBLER","Technology; Business","2000-01-11"
"2725","People","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2000-01-11"
"2726","AOL Chief Relaxes a Dress Code But Not His Vision of the Internet","MEDIA MEGADEAL: THE CHAMELEON","Technology; Front Page; Business","2000-01-11"
"2732","When Everything New Becomes Dizzingly Newer","MEDIA MEGADEAL: THE BETS","Technology; Business","2000-01-11"
"2738","U.S.-INDIA AGREEMENT","WORLD BUSINESS BRIEFING: WORLD TRADE","Business","2000-01-11"
